movieId,title,genres
1339,Utawarerumono Specials (2000),Animation
1340,Ryuusei no Rockman (2000),Animation
1341,Shuffle! Memories (2000),Animation
1342,Dokkoida (2000),Animation
1343,Mitsu x Mitsu Drops (2000),Animation
1344,Zero no Tsukaima: Futatsuki no Kishi (2000),Animation
1345,Dai Mahou Touge Omake (2000),Animation
1346,Major S3 (2000),Animation
1347,CLAMP Gakuen Tanteidan (2000),Animation
1348,Princess Nine: Kisaragi Joshikou Yakyuubu (2000),Animation
1349,Rec: Yurusarezarumono (2000),Animation
1350,Hidamari Sketch (2000),Animation
1351,Kimi ga Nozomu Eien: Ayu Mayu Gekijou (2000),Animation
1352,Gakuen Utopia Manabi Straight! (2000),Animation
1353,Grappler Baki (2000),Animation
1354,Tokyo Majin Gakuen Kenpucho: Tou (2000),Animation
1355,Slam Dunk: Zenkoku Seiha Da! Sakuragi Hanamichi (2000),Animation
1356,Strike Witches OVA (2000),Animation
1357,Koisuru Tenshi Angelique: Kagayaki no Ashita (2000),Animation
1358,Getsumen To Heiki Mina (2000),Animation
1359,Gin&#039;iro no Olynsis: Tokito (2000),Animation
1360,Nana Recaps (2000),Animation
1361,Love♥Love? Specials (2000),Animation
1362,Kaze no Shoujo Emily (2000),Animation
1363,Sasami: Mahou Shoujo Club (2000),Animation
1364,Lucky☆Star (2000),Animation
1365,Ichigo Mashimaro OVA (2000),Animation
1366,Higurashi no Naku Koro ni Kai (2000),Animation
1367,Clover (2000),Animation
1368,Yu☆Gi☆Oh!: Hikari no Pyramid (2000),Animation
1369,Akiba Kei Kanojo (2000),Animation
1370,11-nin Iru! (2000),Animation
1371,Happiness!: Watarase Jun no Kareinaru Ichinichi (2000),Animation
1372,Harukanaru Toki no Naka de: Maihitoyo (2000),Animation
1373,Lesson XX (2000),Animation
1374,Master Keaton OVA (2000),Animation
1375,Top wo Nerae! &amp; Top wo Nerae 2! Gattai Movie!! (2000),Animation
1376,Marginal Prince: Gekkeiju no Ouji-tachi (2000),Animation
1377,Shonan Junai Gumi! (2000),Animation
1378,Saiunkoku Monogatari 2nd Season (2000),Animation
1379,Mahou Shoujo Lyrical Nanoha StrikerS (2000),Animation
1380,Mobile Suit Gundam MS IGLOO: Apocalypse 0079 (2000),Animation
1381,Mobile Suit Gundam MS IGLOO: The Hidden One Year War (2000),Animation
1382,Mahou Shoujo Pretty Sammy (2000),Animation
1383,Urusei Yatsura Movie 1: Only You (2000),Animation
1384,Urusei Yatsura Movie 2: Beautiful Dreamer (2000),Animation
1385,Urusei Yatsura Movie 3: Remember My Love (2000),Animation
1386,Urusei Yatsura Movie 5: Final (2000),Animation
1387,Futari wa Precure: Max Heart (2000),Animation
1388,Futari wa Precure: Max Heart Movie 1 (2000),Animation
1389,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi (2000),Animation
1390,Yes! Precure 5 (2000),Animation
1391,Megazone 23 (2000),Animation
1392,Moonlight Mile 1st Season: Lift Off (2000),Animation
1393,Rocket Girls (2000),Animation
1394,Paprika (2000),Animation
1395,Photon (2000),Animation
1396,Ashita no Nadja (2000),Animation
1397,Manie-Manie: Meikyuu Monogatari (2000),Animation
1398,Vampire Hunter (2000),Animation
1399,Code Geass: Hangyaku no Lelouch Picture Drama (2000),Animation
1400,Rayearth (2000),Animation
1401,Ikkitousen: Dragon Destiny (2000),Animation
1402,Ai Tenshi Densetsu Wedding Peach DX (2000),Animation
1403,Wish (2000),Animation
1404,Arashi no Yoru ni (2000),Animation
1405,Sola (2000),Animation
1406,Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars (2000),Animation
1407,Mobile Suit Zeta Gundam: A New Translation II - Lovers (2000),Animation
1408,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars (2000),Animation
1409,Meitantei Holmes (2000),Animation
1410,Glass no Kamen (2005) (2000),Animation
1411,Onkyo Seimeitai Noiseman (2000),Animation
1412,Trava: Fist Planet (2000),Animation
1413,Twilight Q (2000),Animation
1414,UFO Robo Grendizer (2000),Animation
1415,Himawari!! (2000),Animation
1416,Juusou Kikou Dancougar Nova (2000),Animation
1417,.hack//Tasogare no Udewa Densetsu: Offline de Aimashou (2000),Animation
1418,Lingerie Senshi Papillon Rose (2000),Animation
1419,Full Moon wo Sagashite: Kawaii Kawaii Daibouken (2000),Animation
1420,Amazing Nuts! (2000),Animation
1421,Roujin Z (2000),Animation
1422,Tengen Toppa Gurren Lagann (2000),Animation
1423,Heroic Age (2000),Animation
1424,Hanada Shounen-shi (2000),Animation
1425,Yu☆Gi☆Oh! (1999) (2000),Animation
1426,Taiho Shichau zo Special (2000),Animation
1427,Jigoku Sensei Nube (2000),Animation
1428,Taiho Shichau zo The Movie (2000),Animation
1429,Taiho Shichau zo: Second Season (2000),Animation
1430,Mermaid Forest OVA (2000),Animation
1431,Mermaid&#039;s Scar (2000),Animation
1432,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou (2000),Animation
1433,Darker than Black: Kuro no Keiyakusha (2000),Animation
1434,Hayate no Gotoku! (2000),Animation
1435,El Cazador de la Bruja (2000),Animation
1436,Shining Tears X Wind (2000),Animation
1437,Wellber no Monogatari: Sisters of Wellber (2000),Animation
1438,Tamala 2010: A Punk Cat in Space (2000),Animation
1439,Lovely★Complex (2000),Animation
1440,Eikoku Koi Monogatari Emma: Molders-hen (2000),Animation
1441,Hime-chan no Ribbon (2000),Animation
1442,Ai to Yuuki no Pig Girl Tonde Buurin (2000),Animation
1443,Five Star Stories (2000),Animation
1444,Cat&#039;s Eye (2000),Animation
1445,Mahou no Tenshi Creamy Mami (2000),Animation
1446,Kikou Ryohei Mellowlink (2000),Animation
1447,Gall Force 1: Eternal Story (2000),Animation
1448,Hana yori Dango (Movie) (2000),Animation
1449,Kindaichi Shounen no Jikenbo (TV) (2000),Animation
1450,"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari (2000)",Animation
1451,Seto no Hanayome (2000),Animation
1452,Touka Gettan (2000),Animation
1453,Kiss Dum: Engage Planet (2000),Animation
1454,One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi (2000),Animation
1455,Rockman.EXE Axess (2000),Animation
1456,Rockman.EXE Stream (2000),Animation
1457,Rockman.EXE Beast (2000),Animation
1458,Over Drive (2000),Animation
1459,Tenkuu Senki Shurato (2000),Animation
1460,Captain Tsubasa (2000),Animation
1461,Shin Captain Tsubasa (2000),Animation
1462,Captain Tsubasa: Europe Daikessen (2000),Animation
1463,Digimon X-Evolution (2000),Animation
1464,Code Geass: Hangyaku no Lelouch Recaps (2000),Animation
1465,Yuu☆Yuu☆Hakusho: Eizou Hakusho (2000),Animation
1466,Yuu☆Yuu☆Hakusho: Eizou Hakusho II (2000),Animation
1467,True Tears (2000),Animation
1468,Kaibutsu Oujo (2000),Animation
1469,Bokusatsu Tenshi Dokuro-chan 2 (2000),Animation
1470,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou! (2000),Animation
1471,"Sora no Iro, Mizu no Iro (2000)",Animation
1472,Front Innocent: Mou Hitotsu no Lady Innocent (2000),Animation
1473,Kage (OVA) (2000),Animation
1474,Aniyome (2000),Animation
1475,Oseam (2000),Animation
1476,Blue Dragon (2000),Animation
1477,Saiyuuki Reload: Burial (2000),Animation
1478,Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo! (2000),Animation
1479,Black Gate: Kanin no Gakuen (2000),Animation
1480,Call Me Tonight (2000),Animation
1481,Okane ga Nai (2000),Animation
1482,Tanoshii Muumin Ikka (2000),Animation
1483,Oh! Edo Rocket (2000),Animation
1484,Saint Beast: Kouin Jojishi Tenshi Tan (2000),Animation
1485,Tekkon Kinkreet (2000),Animation
1486,Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e (2000),Animation
1487,Bakugan Battle Brawlers (2000),Animation
1488,Koutetsushin Jeeg (2000),Animation
1489,Terra e... (TV) (2000),Animation
1490,Ookiku Furikabutte (2000),Animation
1491,Skull Man (2000),Animation
1492,Koutetsu Sangokushi (2000),Animation
1493,AIKa R-16: Virgin Mission (2000),Animation
1494,Dennou Coil (2000),Animation
1495,Doujin Work (2000),Animation
1496,Clannad (2000),Animation
1497,Ice (2000),Animation
1498,Sousei no Aquarion OVA (2000),Animation
1499,Detective Conan Movie 11: Jolly Roger in the Deep Azure (2000),Animation
1500,Hokuto no Ken: Raoh Gaiden Gekitou-hen (2000),Animation
1501,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You (2000),Animation
1502,Kiddy Grade: Ignition (2000),Animation
1503,Highlander: The Search for Vengeance (2000),Animation
1504,Robot Carnival (2000),Animation
1505,Maid in Heaven SuperS (2000),Animation
1506,Saiunkoku Monogatari Soushuuhen (2000),Animation
1507,Aa! Megami-sama!: Sorezore no Tsubasa Specials (2000),Animation
1508,Chirin no Suzu (2000),Animation
1509,Pokemon Advanced Generation: Pokemon Ranger to Umi no Ouji Manaphy (2000),Animation
1510,Waga Seishun no Arcadia (2000),Animation
1511,Karakuri Zoushi Ayatsuri Sakon (2000),Animation
1512,Bakuretsu Tenshi: Infinity (2000),Animation
1513,Tooi Sekai (2000),Animation
1514,Bakuretsu Tenshi: Infinity Specials (2000),Animation
1515,Black Jack (TV) (2000),Animation
1516,Black Jack 21 (2000),Animation
1517,Kishin Taisen Gigantic Formula (2000),Animation
1518,Shigurui (2000),Animation
1519,Hand Maid May Special (2000),Animation
1520,Fujimi 2-choume Koukyougakudan (2000),Animation
1521,Be-Boy Kidnapp&#039;n Idol (2000),Animation
1522,Aishite Knight (2000),Animation
1523,Dr. Slump: Arale-chan (2000),Animation
1524,Alps no Shoujo Heidi (2000),Animation
1525,Dragon Quest: Dai no Daibouken (2000),Animation
1526,Mizu no Kotoba (2000),Animation
1527,Toki wo Kakeru Shoujo (2000),Animation
1528,Rozen Maiden: Meitantei Kunkun - Duell Walzer (2000),Animation
1529,Fuyu no Semi (2000),Animation
1530,Mononoke (2000),Animation
1531,Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! Special: Konoha Annual Sports Festival (2000),Animation
1532,Amon Saga (2000),Animation
1533,Baccano! (2000),Animation
1534,Devilman (2000),Animation
1535,Sonic★the★Hedgehog (2000),Animation
1536,Transformers the Movie (2000),Animation
1537,Red Garden: Dead Girls (2000),Animation
1538,Tatakae! Chou Robot Seimeitai Transformers (2000),Animation
1539,Mobile Suit Gundam Seed Special Edition (2000),Animation
1540,Mobile Suit Gundam Wing: Endless Waltz Movie (2000),Animation
1541,CLAMP in Wonderland (2000),Animation
1542,Jikuu Tantei Genshi-kun (2000),Animation
1543,Little Nemo (2000),Animation
1544,Akihabara Dennou-gumi (2000),Animation
1545,Superflat Monogram (2000),Animation
1546,Tatakae!! Iczer-1 (2000),Animation
1547,Mobile Suit Gundam Seed Destiny Special Edition (2000),Animation
1548,Mobile Suit Gundam Seed: After-Phase Between the Stars (2000),Animation
1549,Muumindani no Suisei (2000),Animation
1550,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi (2000),Animation
1551,Angel Blade (2000),Animation
1552,Angel Blade Punish! (2000),Animation
1553,Jibaku-kun (2000),Animation
1554,Plastic Little (2000),Animation
1555,Kenyuu Densetsu Yaiba (2000),Animation
1556,Hikaru no Go: New Year Special (2000),Animation
1557,Choujin Densetsu Urotsukidouji (2000),Animation
1558,Koroshiya 1 The Animation: Episode 0 (2000),Animation
1559,Bondage Game: Shinsou no Reijoutachi (2000),Animation
1560,Daiakuji: The Xena Buster (2000),Animation
1561,Devilman: Tanjou-hen (2000),Animation
1562,Devilman: Yochou Sirene-hen (2000),Animation
1563,Amon: Devilman Mokushiroku (2000),Animation
1564,Kojin Taxi (2000),Animation
1565,Sei Juushi Bismarck (2000),Animation
1566,Pokemon Housoukyoku (2000),Animation
1567,Moetan (2000),Animation
1568,Rental Magica (2000),Animation
1569,Enbo (2000),Animation
1570,Cybersix (2000),Animation
1571,One Piece: Jango no Dance Carnival (2000),Animation
1572,One Piece: Yume no Soccer Ou! (2000),Animation
1573,Kagaku Ninja-tai Gatchaman (2000),Animation
1574,Hoshi no Kirby (2000),Animation
1575,SD Gundam Force (2000),Animation
1576,Milk Junkie: Shimai-hen (2000),Animation
1577,Digimon Adventure: Bokura no War Game! (2000),Animation
1578,Digimon Adventure 02: Diablomon no Gyakushuu (2000),Animation
1579,Ghost Sweeper GS Mikami (2000),Animation
1580,Ashita no Joe (2000),Animation
1581,Kodomo no Jikan (TV) (2000),Animation
1582,Zombie-Loan (2000),Animation
1583,Keroro Gunsou Movie 1 (2000),Animation
1584,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu! (2000),Animation
1585,Gokudou-kun Manyuuki (2000),Animation
1586,Boin (2000),Animation
1587,Saigo no Door wo Shimero! (2000),Animation
1588,Stranger: Mukou Hadan (2000),Animation
1589,Cardcaptor Sakura Specials (2000),Animation
1590,Discipline (2000),Animation
1591,Lingeries (2000),Animation
1592,Angelium (2000),Animation
1593,Hitozuma♪Kasumi-san (2000),Animation
1594,Koihime (2000),Animation
1595,Maple Colors (2000),Animation
1596,Nikuyome: Takayanagi Ke no Hitobito (2000),Animation
1597,Chibo (2000),Animation
1598,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven (2000),Animation
1599,Ghost in the Shell: Stand Alone Complex - The Laughing Man (2000),Animation
1600,Space Cobra (2000),Animation
1601,Space Adventure Cobra (2000),Animation
1602,Kimagure Orange☆Road: Ano Hi ni Kaeritai (2000),Animation
1603,Kimagure Orange☆Road OVA (2000),Animation
1604,Maison Ikkoku: Kanketsu-hen (2000),Animation
1605,Doraemon (1979) (2000),Animation
1606,Naruto: Shippuuden Movie 1 (2000),Animation
1607,School Days (2000),Animation
1608,Rumiko Takahashi Anthology (2000),Animation
1609,Mei to Koneko Bus (2000),Animation
1610,One Piece: Mezase! Kaizoku Yakyuu Ou (2000),Animation
1611,Goshuushou-sama Ninomiya-kun (2000),Animation
1612,Chance Triangle Session (2000),Animation
1613,Shin Cutey Honey (2000),Animation
1614,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi (2000),Animation
1615,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu (2000),Animation
1616,The Cockpit (2000),Animation
1617,Ringetsu The Animation (2000),Animation
1618,Genshiken 2 (2000),Animation
1619,Detective Conan OVA 02: 16 Suspects (2000),Animation
1620,Detective Conan OVA 03: Conan and Heiji and the Vanished Boy (2000),Animation
1621,Detective Conan OVA 04: Conan and Kid and Crystal Mother (2000),Animation
1622,Detective Conan OVA 05: The Target is Kogoro! The Detective Boys&#039; Secret Investigation (2000),Animation
1623,Eikoku Koi Monogatari Emma: Intermission (2000),Animation
1624,Dragon Ball Specials (2000),Animation
1625,Izumo: Takeki Tsurugi no Senki (2000),Animation
1626,Jungle de Ikou! (2000),Animation
1627,G-Taste (2000),Animation
1628,Gibomai (2000),Animation
1629,Angelique (2000),Animation
1630,Itazura The Animation (2000),Animation
1631,Lady Georgie (2000),Animation
1632,Robin Hood no Daibouken (2000),Animation
1633,Shoukoujo Sara (2000),Animation
1634,Romeo no Aoi Sora (2000),Animation
1635,Terra e... (2000),Animation
1636,Shion no Ou (2000),Animation
1637,Aria The OVA: Arietta (2000),Animation
1638,Code-E (2000),Animation
1639,Jungle Book Shounen Mowgli (2000),Animation
1640,Mitsubachi Maya no Bouken (2000),Animation
1641,Tsukuyomi: Moon Phase Special (2000),Animation
1642,Mobile Suit Gundam 00 (2000),Animation
1643,Soukou Kihei Votoms (2000),Animation
1644,Black Cat Special (2000),Animation
1645,Genmukan (2000),Animation
1646,Kara no Kyoukai 1: Fukan Fuukei (2000),Animation
1647,Piano no Mori (2000),Animation
1648,D.C.II: Da Capo II (2000),Animation
1649,Shinreigari: Ghost Hound (2000),Animation
1650,Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys (2000),Animation
1651,Kenkou Zenrakei Suieibu Umishou (2000),Animation
1652,Mushi-Uta (2000),Animation
1653,Sky Girls (2000),Animation
1654,Sayonara Zetsubou Sensei (2000),Animation
1655,Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!! (2000),Animation
1656,Wangan Midnight (2000),Animation
1657,Panda Kopanda (2000),Animation
1658,Otome wa Boku ni Koishiteru Special (2000),Animation
1659,Ghiblies (2000),Animation
1660,Takarajima (2000),Animation
1661,Flanders no Inu (Movie) (2000),Animation
1662,One Piece: Straw Hat Theater (2000),Animation
1663,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku (2000),Animation
1664,Buzzer Beater 2nd Season (2000),Animation
1665,Tsubasa: Tokyo Revelations (2000),Animation
1666,Mobile Suit Gundam 0083: The Fading Light of Zeon (2000),Animation
1667,Rockman.EXE Beast+ (2000),Animation
1668,MapleStory (2000),Animation
1669,Daicon Opening Animations (2000),Animation
1670,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure (2000),Animation
1671,X²: Double X (2000),Animation
1672,1+2=Paradise (2000),Animation
1673,Mobile Suit Gundam Seed: Seed Supernova - Tanekyara Gekijou (2000),Animation
1674,Potemayo (2000),Animation
1675,Vexille: 2077 Nihon Sakoku (2000),Animation
1676,Tetsuwan Atom (2000),Animation
1677,Miyori no Mori (2000),Animation
1678,Prince of Tennis: The National Tournament Semifinals (2000),Animation
1679,Ushiro no Shoumen Daare (2000),Animation
1680,Cheonnyeon-yeowoo Yeowoobi (2000),Animation
1681,Evangelion: 1.0 You Are (Not) Alone (2000),Animation
1682,Igano Kabamaru (2000),Animation
1683,CLAMP in Wonderland 2 (2000),Animation
1684,Juushin Enbu: Hero Tales (2000),Animation
1685,Genocyber (2000),Animation
1686,Fire Emblem (2000),Animation
1687,Gift: Eternal Rainbow Special (2000),Animation
1688,Shakugan no Shana II (Second) (2000),Animation
1689,B-Densetsu! Battle Bedaman (2000),Animation
1690,Dragonaut: The Resonance (2000),Animation
1691,Hatsu Inu The Animation (2000),Animation
1692,Candy Candy (2000),Animation
1693,Irregular Hunter X: The Day of Sigma (2000),Animation
1694,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak (2000),Animation
1695,Toushou Daimos (2000),Animation
1696,Cinderella Monogatari (2000),Animation
1697,Ie Naki Ko (2000),Animation
1698,Ie Naki Ko Remi (2000),Animation
1699,Ani*Kuri15 (2000),Animation
1700,Kuro Ai: Hitoyozumakan Inkou Rannyuuroku (2000),Animation
1701,Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu! (2000),Animation
1702,Pokemon Diamond &amp; Pearl: Dialga vs. Palkia vs. Darkrai (2000),Animation
1703,Kappa no Coo to Natsuyasumi (2000),Animation
1704,Accelerando: Datenshi-tachi no Sasayaki (2000),Animation
1705,Ikusa Otome Valkyrie (2000),Animation
1706,Ane☆Haramix (2000),Animation
1707,Ane Jiru The Animation: Shirakawa Sanshimai ni Omakase (2000),Animation
1708,Kazama Mana (2000),Animation
1709,Nanase Ren (2000),Animation
1710,Yagami Yuu (2000),Animation
1711,Bakunyuu Oyako (2000),Animation
1712,Bible Black Only Version (2000),Animation
1713,Iyashite Agerun Saiyuuki (2000),Animation
1714,Aachi wa Ssipak (2000),Animation
1715,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru (2000),Animation
1716,Gake no Ue no Ponyo (2000),Animation
1717,Iblard Jikan (2000),Animation
1718,Houkago: Nureta Seifuku (2000),Animation
1719,Higurashi no Naku Koro ni Special: Nekogoroshi-hen (2000),Animation
1720,Sakigake!! Otokojuku (2000),Animation
1721,Code Geass: Hangyaku no Lelouch R2 (2000),Animation
1722,Ikkitousen: Dragon Destiny Specials (2000),Animation
1723,Cyborg Kuro-chan (2000),Animation
1724,Kyoushirou to Towa no Sora Specials (2000),Animation
1725,Ashita no Joe 2 (2000),Animation
1726,Shugo Chara! (2000),Animation
1727,ef: A Tale of Memories. (2000),Animation
1728,Myself; Yourself (2000),Animation
1729,Kimikiss Pure Rouge (2000),Animation
1730,.hack//G.U. Returner (2000),Animation
1731,Moonlight Mile 2nd Season: Touch Down (2000),Animation
1732,Mokke (2000),Animation
1733,Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi (2000),Animation
1734,Sketchbook: Full Color&#039;s (2000),Animation
1735,Angel Core: Tenshi-tachi no Sumika (2000),Animation
1736,Doubutsu no Mori (2000),Animation
1737,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi (2000),Animation
1738,Final Fantasy VII: Advent Children Complete (2000),Animation
1739,Egao (2000),Animation
1740,Maria-sama ga Miteru 3rd Specials (2000),Animation
1741,Hana no Joshi Announcer: Newscaster Etsuko (2000),Animation
1742,Hitozuma Cosplay Kissa (2000),Animation
1743,Digimon Adventure Movie (2000),Animation
1744,Digimon Adventure 02 Movies (2000),Animation
1745,Minami-ke (2000),Animation
1746,Blue Drop: Tenshi-tachi no Gikyoku (2000),Animation
1747,Suteki Tantei Labyrinth (2000),Animation
1748,Ookami to Koushinryou (2000),Animation
1749,Saishuu Shiken Kujira (2000),Animation
1750,Appleseed Saga Ex Machina (2000),Animation
1751,Night Wizard (2000),Animation
1752,Kyou kara Maou! R (2000),Animation
1753,Shin Getter Robo (2000),Animation
1754,Chika Gentou Gekiga: Shoujo Tsubaki (2000),Animation
1755,Yuuwaku (2000),Animation
1756,Majin Tantei Nougami Neuro (2000),Animation
1757,Bamboo Blade (2000),Animation
1758,Mahou Shoujo Ai (2000),Animation
1759,Rosario to Vampire (2000),Animation
1760,Death Note Rewrite (2000),Animation
1761,Taiho Shichau zo: Full Throttle (2000),Animation
1762,Moyashimon (2000),Animation
1763,Gyakkyou Burai Kaiji: Ultimate Survivor (2000),Animation
1764,Shadow Skill (2000),Animation
1765,Bronze: Kouji Nanjo Cathexis (2000),Animation
1766,Time Bokan Series: Yatterman (2000),Animation
1767,Tiger Mask (2000),Animation
1768,Kaiketsu Zorro (2000),Animation
1769,Yotsunoha (2000),Animation
1770,Gekitou! Crush Gear Turbo (2000),Animation
1771,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai (2000),Animation
1772,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa (2000),Animation
1773,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture (2000),Animation
1774,Hokuto no Ken: Yuria-den (2000),Animation
1775,Digimon Frontier: Ornismon Fukkatsu!! (2000),Animation
1776,Digimon Tamers: Boukensha-tachi no Tatakai (2000),Animation
1777,Digimon Tamers: Bousou Digimon Tokkyuu (2000),Animation
1778,Tetsuwan Atom (1980) (2000),Animation
1779,Panchira Teacher (2000),Animation
1780,Ganbare! Kickers (2000),Animation
1781,Loveless Specials (2000),Animation
1782,Darling (2000),Animation
1783,Bishoujo Senshi Sailor Moon SuperS Special (2000),Animation
1784,Anime Tenchou (2000),Animation
1785,Koharu Biyori (2000),Animation
1786,Strait Jacket (2000),Animation
1787,Cencoroll (2000),Animation
1788,Tokyo Marble Chocolate (2000),Animation
1789,The Sky Crawlers (2000),Animation
1790,Aa! Megami-sama!: Tatakau Tsubasa (2000),Animation
1791,xxxHOLiC Kei (2000),Animation
1792,Junjou Romantica (2000),Animation
1793,F-Zero: Falcon Densetsu (2000),Animation
1794,Kateikyoushi no Oneesan The Animation: H no Hensachi Agechaimasu (2000),Animation
1795,Dark Shell: Ori no Naka no Namameki (2000),Animation
1796,Kodomo no Jikan OVA (2000),Animation
1797,Hidamari Sketch Specials (2000),Animation
1798,Ayakashi (2000),Animation
1799,Eve no Jikan (2000),Animation
1800,Sola Specials (2000),Animation
1801,Ikoku Irokoi Romantan (2000),Animation
1802,Gensoumaden Saiyuuki OVA (2000),Animation
1803,Gakuen Utopia Manabi Straight! Special (2000),Animation
1804,Kanashimi no Belladonna (2000),Animation
1805,Shakugan no Shana Movie Special (2000),Animation
1806,Kiddy Grade: Maelstrom (2000),Animation
1807,Kiddy Grade: Truth Dawn (2000),Animation
1808,Minami-ke Okawari (2000),Animation
1809,Major S4 (2000),Animation
1810,Zoku Sayonara Zetsubou Sensei (2000),Animation
1811,Kimi ga Aruji de Shitsuji ga Ore de (2000),Animation
1812,Druaga no Tou: The Aegis of Uruk (2000),Animation
1813,Gunslinger Girl: Il Teatrino (2000),Animation
1814,009-1: R&amp;B (2000),Animation
1815,Love Hina Final Selection (2000),Animation
1816,Soukou Kihei Votoms: Pailsen Files (2000),Animation
1817,Princess Tutu Recaps (2000),Animation
1818,Ai Yori Aoshi: Enishi - Miyuki (2000),Animation
1819,Mai-Otome 0: S.ifr (2000),Animation
1820,.hack//G.U. Trilogy (2000),Animation
1821,IGPX: Immortal Grand Prix (2005) (2000),Animation
1822,Gibo no Toiki: Haitoku Kokoro ni Tadayou Haha no Iroka (2000),Animation
1823,Tenkuu Danzai Skelter+Heaven (2000),Animation
1824,Gundam Evolve (2000),Animation
1825,Potemayo Specials (2000),Animation
1826,Aria The Origination (2000),Animation
1827,Hatenkou Yuugi (2000),Animation
1828,H2O: Footprints in the Sand (2000),Animation
1829,Megachu! (2000),Animation
1830,Moke Moke Taishou Dendo Musume Arisa (2000),Animation
1831,Dr. Slump (2000),Animation
1832,Kimi ga Nozomu Eien: Next Season (2000),Animation
1833,Wagaya no Oinari-sama. (2000),Animation
1834,Kite Liberator (2000),Animation
1835,Discode: Ijou Seiai (2000),Animation
1836,Inaka Isha (2000),Animation
1837,School Days: Magical Heart Kokoro-chan (2000),Animation
1838,Mnemosyne: Mnemosyne no Musume-tachi (2000),Animation
1839,Kiddy GiRL-AND (2000),Animation
1840,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!! (2000),Animation
1841,Zombie-Loan Specials (2000),Animation
1842,Kure-nai (2000),Animation
1843,Amatsuki (2000),Animation
1844,RD Sennou Chousashitsu (2000),Animation
1845,Persona: Trinity Soul (2000),Animation
1846,Shoubushi Densetsu Tetsuya (2000),Animation
1847,"Ginga Eiyuu Densetsu Gaiden: Senoku no Hoshi, Senoku no Hikari (2000)",Animation
1848,Kirepapa. (2000),Animation
1849,Bus Gamer (2000),Animation
1850,Kiniro no Corda: Primo Passo - Hitonatsu no Encore (2000),Animation
1851,Aru Tabibito no Nikki Specials (2000),Animation
1852,The Guts! (2000),Animation
1853,Blassreiter (2000),Animation
1854,Sky Girls Specials (2000),Animation
1855,Yawaraka Sangokushi Tsukisase!! Ryofuko-chan (2000),Animation
1856,Sumomomo Momomo: Chijou Saikyou no Yome Specials (2000),Animation
1857,Shigofumi (2000),Animation
1858,Kodomo no Omocha (2000),Animation
1859,Blame! Special (2000),Animation
1860,Blame! Prologue (2000),Animation
1861,Biohazard: Degeneration (2000),Animation
1862,Ghost in the Shell: Stand Alone Complex - Solid State Society - Uchikoma no Hibi (2000),Animation
1863,Mad★Bull 34 (2000),Animation
1864,Kamichu! Specials (2000),Animation
1865,To LOVE-Ru (2000),Animation
1866,Candy☆Boy: Side Story For Archive (2000),Animation
1867,Vampire Knight (2000),Animation
1868,Kemeko Deluxe! (2000),Animation
1869,Kino no Tabi: The Beautiful World - Tou no Kuni (2000),Animation
1870,Nogizaka Haruka no Himitsu (2000),Animation
1871,Maria-sama ga Miteru Specials (2000),Animation
1872,Maria-sama ga Miteru: Haru Specials (2000),Animation
1873,Special A (2000),Animation
1874,Mrs. Junkie (2000),Animation
1875,Taimanin Asagi (2000),Animation
1876,Ghost in the Shell: Stand Alone Complex 2nd GIG - Tachikoma na Hibi (2000),Animation
1877,Ryuusei no Rockman Tribe (2000),Animation
1878,Wellber no Monogatari: Sisters of Wellber Zwei (2000),Animation
