id,title,original_title,overview,tagline,genres,keywords,budget,revenue,popularity,vote_average,vote_count,runtime,release_date,original_language,poster_path,status,type,source,episodes,studios
7088,Ichiban Ushiro no Daimaou,Ichiban Ushiro no Daimaou,TV Action Comedy Ecchi Fantasy Harem Magic School Shounen 12 episodes,,"[{""name"": ""Action""}, {""name"": ""Comedy""}, {""name"": ""Ecchi""}, {""name"": ""Fantasy""}, {""name"": ""Harem""}, {""name"": ""Magic""}, {""name"": ""School""}, {""name"": ""Shounen""}]","[{""name"": ""Action""}, {""name"": ""Comedy""}, {""name"": ""Ecchi""}, {""name"": ""Fantasy""}, {""name"": ""Harem""}, {""name"": ""Magic""}, {""name"": ""School""}, {""name"": ""Shounen""}]",,203618,203618.0,7.21,0,,,ja,,TV,TV,,12.0,
1519,Black Lagoon: The Second Barrage,Black Lagoon: The Second Barrage,TV Action Seinen 12 episodes,,"[{""name"": ""Action""}, {""name"": ""Seinen""}]","[{""name"": ""Action""}, {""name"": ""Seinen""}]",,203233,203233.0,8.3,0,,,ja,,TV,TV,,12.0,
30015,ReLIFE,ReLIFE,TV Romance School Slice of Life 13 episodes,,"[{""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Slice of Life""}]","[{""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Slice of Life""}]",,202249,202249.0,8.24,0,,,ja,,TV,TV,,13.0,
15225,Hentai Ouji to Warawanai Neko.,Hentai Ouji to Warawanai Neko.,TV Comedy Harem Romance School Seinen Supernatural 12 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Harem""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Seinen""}, {""name"": ""Supernatural""}]","[{""name"": ""Comedy""}, {""name"": ""Harem""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Seinen""}, {""name"": ""Supernatural""}]",,201735,201735.0,7.46,0,,,ja,,TV,TV,,12.0,
28297,Ore Monogatari!!,Ore Monogatari!!,TV Comedy Romance Shoujo 24 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Romance""}, {""name"": ""Shoujo""}]","[{""name"": ""Comedy""}, {""name"": ""Romance""}, {""name"": ""Shoujo""}]",,200833,200833.0,8.11,0,,,ja,,TV,TV,,24.0,
32281,Kimi no Na wa.,Kimi no Na wa.,Movie Drama Romance School Supernatural 1 episodes,,"[{""name"": ""Drama""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Supernatural""}]","[{""name"": ""Drama""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Supernatural""}]",,200630,200630.0,9.37,0,,,ja,,Movie,Movie,,1.0,
11285,Black★Rock Shooter (TV),Black★Rock Shooter (TV),TV Action Drama School Slice of Life 8 episodes,,"[{""name"": ""Action""}, {""name"": ""Drama""}, {""name"": ""School""}, {""name"": ""Slice of Life""}]","[{""name"": ""Action""}, {""name"": ""Drama""}, {""name"": ""School""}, {""name"": ""Slice of Life""}]",,198991,198991.0,7.07,0,,,ja,,TV,TV,,8.0,
21603,Mekakucity Actors,Mekakucity Actors,TV Comedy Romance Sci-Fi Super Power Supernatural 12 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Romance""}, {""name"": ""Sci-Fi""}, {""name"": ""Super Power""}, {""name"": ""Supernatural""}]","[{""name"": ""Comedy""}, {""name"": ""Romance""}, {""name"": ""Sci-Fi""}, {""name"": ""Super Power""}, {""name"": ""Supernatural""}]",,198876,198876.0,7.21,0,,,ja,,TV,TV,,12.0,
4752,Vampire Knight Guilty,Vampire Knight Guilty,TV Drama Mystery Romance Shoujo Supernatural Vampire 13 episodes,,"[{""name"": ""Drama""}, {""name"": ""Mystery""}, {""name"": ""Romance""}, {""name"": ""Shoujo""}, {""name"": ""Supernatural""}, {""name"": ""Vampire""}]","[{""name"": ""Drama""}, {""name"": ""Mystery""}, {""name"": ""Romance""}, {""name"": ""Shoujo""}, {""name"": ""Supernatural""}, {""name"": ""Vampire""}]",,198492,198492.0,7.53,0,,,ja,,TV,TV,,13.0,
31798,Kiznaiver,Kiznaiver,TV Drama Sci-Fi 12 episodes,,"[{""name"": ""Drama""}, {""name"": ""Sci-Fi""}]","[{""name"": ""Drama""}, {""name"": ""Sci-Fi""}]",,197912,197912.0,7.67,0,,,ja,,TV,TV,,12.0,
10408,Hotarubi no Mori e,Hotarubi no Mori e,Movie Drama Romance Shoujo Supernatural 1 episodes,,"[{""name"": ""Drama""}, {""name"": ""Romance""}, {""name"": ""Shoujo""}, {""name"": ""Supernatural""}]","[{""name"": ""Drama""}, {""name"": ""Romance""}, {""name"": ""Shoujo""}, {""name"": ""Supernatural""}]",,197439,197439.0,8.61,0,,,ja,,Movie,Movie,,1.0,
877,Nana,Nana,TV Comedy Drama Music Romance Shoujo Slice of Life 47 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Drama""}, {""name"": ""Music""}, {""name"": ""Romance""}, {""name"": ""Shoujo""}, {""name"": ""Slice of Life""}]","[{""name"": ""Comedy""}, {""name"": ""Drama""}, {""name"": ""Music""}, {""name"": ""Romance""}, {""name"": ""Shoujo""}, {""name"": ""Slice of Life""}]",,197256,197256.0,8.55,0,,,ja,,TV,TV,,47.0,
392,Yuu☆Yuu☆Hakusho,Yuu☆Yuu☆Hakusho,TV Action Comedy Demons Fantasy Martial Arts School Shounen 112 episodes,,"[{""name"": ""Action""}, {""name"": ""Comedy""}, {""name"": ""Demons""}, {""name"": ""Fantasy""}, {""name"": ""Martial Arts""}, {""name"": ""School""}, {""name"": ""Shounen""}]","[{""name"": ""Action""}, {""name"": ""Comedy""}, {""name"": ""Demons""}, {""name"": ""Fantasy""}, {""name"": ""Martial Arts""}, {""name"": ""School""}, {""name"": ""Shounen""}]",,195017,195017.0,8.47,0,,,ja,,TV,TV,,112.0,
10162,Usagi Drop,Usagi Drop,TV Josei Slice of Life 11 episodes,,"[{""name"": ""Josei""}, {""name"": ""Slice of Life""}]","[{""name"": ""Josei""}, {""name"": ""Slice of Life""}]",,194855,194855.0,8.56,0,,,ja,,TV,TV,,11.0,
13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,TV Comedy Seinen Slice of Life 13 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Seinen""}, {""name"": ""Slice of Life""}]","[{""name"": ""Comedy""}, {""name"": ""Seinen""}, {""name"": ""Slice of Life""}]",,194791,194791.0,7.43,0,,,ja,,TV,TV,,13.0,
857,Air Gear,Air Gear,TV Action Comedy Ecchi Shounen Sports 25 episodes,,"[{""name"": ""Action""}, {""name"": ""Comedy""}, {""name"": ""Ecchi""}, {""name"": ""Shounen""}, {""name"": ""Sports""}]","[{""name"": ""Action""}, {""name"": ""Comedy""}, {""name"": ""Ecchi""}, {""name"": ""Shounen""}, {""name"": ""Sports""}]",,194611,194611.0,7.69,0,,,ja,,TV,TV,,25.0,
2759,Evangelion: 1.0 You Are (Not) Alone,Evangelion: 1.0 You Are (Not) Alone,Movie Action Mecha Sci-Fi 1 episodes,,"[{""name"": ""Action""}, {""name"": ""Mecha""}, {""name"": ""Sci-Fi""}]","[{""name"": ""Action""}, {""name"": ""Mecha""}, {""name"": ""Sci-Fi""}]",,194561,194561.0,8.21,0,,,ja,,Movie,Movie,,1.0,
467,Ghost in the Shell: Stand Alone Complex,Ghost in the Shell: Stand Alone Complex,TV Action Mecha Military Police Sci-Fi Seinen 26 episodes,,"[{""name"": ""Action""}, {""name"": ""Mecha""}, {""name"": ""Military""}, {""name"": ""Police""}, {""name"": ""Sci-Fi""}, {""name"": ""Seinen""}]","[{""name"": ""Action""}, {""name"": ""Mecha""}, {""name"": ""Military""}, {""name"": ""Police""}, {""name"": ""Sci-Fi""}, {""name"": ""Seinen""}]",,194491,194491.0,8.47,0,,,ja,,TV,TV,,26.0,
10080,Kami nomi zo Shiru Sekai II,Kami nomi zo Shiru Sekai II,TV Comedy Harem Romance Shounen Supernatural 12 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Harem""}, {""name"": ""Romance""}, {""name"": ""Shounen""}, {""name"": ""Supernatural""}]","[{""name"": ""Comedy""}, {""name"": ""Harem""}, {""name"": ""Romance""}, {""name"": ""Shounen""}, {""name"": ""Supernatural""}]",,194300,194300.0,8.12,0,,,ja,,TV,TV,,12.0,
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,TV Comedy Ecchi School 12 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Ecchi""}, {""name"": ""School""}]","[{""name"": ""Comedy""}, {""name"": ""Ecchi""}, {""name"": ""School""}]",,193822,193822.0,7.53,0,,,ja,,TV,TV,,12.0,
32182,Mob Psycho 100,Mob Psycho 100,TV Action Comedy Slice of Life Supernatural 12 episodes,,"[{""name"": ""Action""}, {""name"": ""Comedy""}, {""name"": ""Slice of Life""}, {""name"": ""Supernatural""}]","[{""name"": ""Action""}, {""name"": ""Comedy""}, {""name"": ""Slice of Life""}, {""name"": ""Supernatural""}]",,193716,193716.0,8.55,0,,,ja,,TV,TV,,12.0,
28677,Yamada-kun to 7-nin no Majo (TV),Yamada-kun to 7-nin no Majo (TV),TV Comedy Harem Mystery Romance School Shounen Supernatural 12 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Harem""}, {""name"": ""Mystery""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Shounen""}, {""name"": ""Supernatural""}]","[{""name"": ""Comedy""}, {""name"": ""Harem""}, {""name"": ""Mystery""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Shounen""}, {""name"": ""Supernatural""}]",,193566,193566.0,7.91,0,,,ja,,TV,TV,,12.0,
7817,B Gata H Kei,B Gata H Kei,TV Comedy Ecchi Romance School Seinen 12 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Ecchi""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Seinen""}]","[{""name"": ""Comedy""}, {""name"": ""Ecchi""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Seinen""}]",,192719,192719.0,7.18,0,,,ja,,TV,TV,,12.0,
27631,God Eater,God Eater,TV Action Fantasy Military Sci-Fi 13 episodes,,"[{""name"": ""Action""}, {""name"": ""Fantasy""}, {""name"": ""Military""}, {""name"": ""Sci-Fi""}]","[{""name"": ""Action""}, {""name"": ""Fantasy""}, {""name"": ""Military""}, {""name"": ""Sci-Fi""}]",,192433,192433.0,7.55,0,,,ja,,TV,TV,,13.0,
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Movie Sci-Fi Thriller 1 episodes,,"[{""name"": ""Sci-Fi""}, {""name"": ""Thriller""}]","[{""name"": ""Sci-Fi""}, {""name"": ""Thriller""}]",,192424,192424.0,8.61,0,,,ja,,Movie,Movie,,1.0,
10110,Mayo Chiki!,Mayo Chiki!,TV Comedy Ecchi Harem Romance School 13 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Ecchi""}, {""name"": ""Harem""}, {""name"": ""Romance""}, {""name"": ""School""}]","[{""name"": ""Comedy""}, {""name"": ""Ecchi""}, {""name"": ""Harem""}, {""name"": ""Romance""}, {""name"": ""School""}]",,192219,192219.0,7.53,0,,,ja,,TV,TV,,13.0,
24703,High School DxD BorN,High School DxD BorN,TV Action Comedy Demons Ecchi Harem Romance School 12 episodes,,"[{""name"": ""Action""}, {""name"": ""Comedy""}, {""name"": ""Demons""}, {""name"": ""Ecchi""}, {""name"": ""Harem""}, {""name"": ""Romance""}, {""name"": ""School""}]","[{""name"": ""Action""}, {""name"": ""Comedy""}, {""name"": ""Demons""}, {""name"": ""Ecchi""}, {""name"": ""Harem""}, {""name"": ""Romance""}, {""name"": ""School""}]",,192171,192171.0,7.71,0,,,ja,,TV,TV,,12.0,
14719,JoJo no Kimyou na Bouken (TV),JoJo no Kimyou na Bouken (TV),TV Action Adventure Shounen Supernatural Vampire 26 episodes,,"[{""name"": ""Action""}, {""name"": ""Adventure""}, {""name"": ""Shounen""}, {""name"": ""Supernatural""}, {""name"": ""Vampire""}]","[{""name"": ""Action""}, {""name"": ""Adventure""}, {""name"": ""Shounen""}, {""name"": ""Supernatural""}, {""name"": ""Vampire""}]",,190197,190197.0,8.51,0,,,ja,,TV,TV,,26.0,
28927,Owari no Seraph: Nagoya Kessen-hen,Owari no Seraph: Nagoya Kessen-hen,TV Action Drama Shounen Supernatural Vampire 12 episodes,,"[{""name"": ""Action""}, {""name"": ""Drama""}, {""name"": ""Shounen""}, {""name"": ""Supernatural""}, {""name"": ""Vampire""}]","[{""name"": ""Action""}, {""name"": ""Drama""}, {""name"": ""Shounen""}, {""name"": ""Supernatural""}, {""name"": ""Vampire""}]",,190058,190058.0,7.84,0,,,ja,,TV,TV,,12.0,
16782,Kotonoha no Niwa,Kotonoha no Niwa,Movie Drama Psychological Romance Slice of Life 1 episodes,,"[{""name"": ""Drama""}, {""name"": ""Psychological""}, {""name"": ""Romance""}, {""name"": ""Slice of Life""}]","[{""name"": ""Drama""}, {""name"": ""Psychological""}, {""name"": ""Romance""}, {""name"": ""Slice of Life""}]",,189741,189741.0,8.35,0,,,ja,,Movie,Movie,,1.0,
14713,Kamisama Hajimemashita,Kamisama Hajimemashita,TV Comedy Demons Fantasy Romance Shoujo Supernatural 13 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Demons""}, {""name"": ""Fantasy""}, {""name"": ""Romance""}, {""name"": ""Shoujo""}, {""name"": ""Supernatural""}]","[{""name"": ""Comedy""}, {""name"": ""Demons""}, {""name"": ""Fantasy""}, {""name"": ""Romance""}, {""name"": ""Shoujo""}, {""name"": ""Supernatural""}]",,189641,189641.0,8.13,0,,,ja,,TV,TV,,13.0,
23199,Durarara!!x2 Shou,Durarara!!x2 Shou,TV Action Mystery Supernatural 12 episodes,,"[{""name"": ""Action""}, {""name"": ""Mystery""}, {""name"": ""Supernatural""}]","[{""name"": ""Action""}, {""name"": ""Mystery""}, {""name"": ""Supernatural""}]",,189407,189407.0,8.15,0,,,ja,,TV,TV,,12.0,
6956,Working!!,Working!!,TV Comedy Slice of Life 13 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Slice of Life""}]","[{""name"": ""Comedy""}, {""name"": ""Slice of Life""}]",,189367,189367.0,7.82,0,,,ja,,TV,TV,,13.0,
101,Air,Air,TV Drama Romance Slice of Life Supernatural 13 episodes,,"[{""name"": ""Drama""}, {""name"": ""Romance""}, {""name"": ""Slice of Life""}, {""name"": ""Supernatural""}]","[{""name"": ""Drama""}, {""name"": ""Romance""}, {""name"": ""Slice of Life""}, {""name"": ""Supernatural""}]",,188861,188861.0,7.48,0,,,ja,,TV,TV,,13.0,
30296,Rakudai Kishi no Cavalry,Rakudai Kishi no Cavalry,TV Action Ecchi Fantasy Romance School 12 episodes,,"[{""name"": ""Action""}, {""name"": ""Ecchi""}, {""name"": ""Fantasy""}, {""name"": ""Romance""}, {""name"": ""School""}]","[{""name"": ""Action""}, {""name"": ""Ecchi""}, {""name"": ""Fantasy""}, {""name"": ""Romance""}, {""name"": ""School""}]",,188685,188685.0,7.78,0,,,ja,,TV,TV,,12.0,
31478,Bungou Stray Dogs,Bungou Stray Dogs,TV Action Comedy Mystery Seinen Supernatural 12 episodes,,"[{""name"": ""Action""}, {""name"": ""Comedy""}, {""name"": ""Mystery""}, {""name"": ""Seinen""}, {""name"": ""Supernatural""}]","[{""name"": ""Action""}, {""name"": ""Comedy""}, {""name"": ""Mystery""}, {""name"": ""Seinen""}, {""name"": ""Supernatural""}]",,187805,187805.0,7.76,0,,,ja,,TV,TV,,12.0,
430,Fullmetal Alchemist: The Conqueror of Shamballa,Fullmetal Alchemist: The Conqueror of Shamballa,Movie Comedy Drama Fantasy Historical Military Shounen 1 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Drama""}, {""name"": ""Fantasy""}, {""name"": ""Historical""}, {""name"": ""Military""}, {""name"": ""Shounen""}]","[{""name"": ""Comedy""}, {""name"": ""Drama""}, {""name"": ""Fantasy""}, {""name"": ""Historical""}, {""name"": ""Military""}, {""name"": ""Shounen""}]",,186465,186465.0,7.74,0,,,ja,,Movie,Movie,,1.0,
19163,Date A Live II,Date A Live II,TV Comedy Harem Mecha Romance School Sci-Fi 10 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Harem""}, {""name"": ""Mecha""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Sci-Fi""}]","[{""name"": ""Comedy""}, {""name"": ""Harem""}, {""name"": ""Mecha""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Sci-Fi""}]",,186187,186187.0,7.5,0,,,ja,,TV,TV,,10.0,
32282,Shokugeki no Souma: Ni no Sara,Shokugeki no Souma: Ni no Sara,TV Ecchi School Shounen 13 episodes,,"[{""name"": ""Ecchi""}, {""name"": ""School""}, {""name"": ""Shounen""}]","[{""name"": ""Ecchi""}, {""name"": ""School""}, {""name"": ""Shounen""}]",,185015,185015.0,8.5,0,,,ja,,TV,TV,,13.0,
24415,Kuroko no Basket 3rd Season,Kuroko no Basket 3rd Season,TV Comedy School Shounen Sports 25 episodes,,"[{""name"": ""Comedy""}, {""name"": ""School""}, {""name"": ""Shounen""}, {""name"": ""Sports""}]","[{""name"": ""Comedy""}, {""name"": ""School""}, {""name"": ""Shounen""}, {""name"": ""Sports""}]",,184525,184525.0,8.62,0,,,ja,,TV,TV,,25.0,
2787,Shakugan no Shana II (Second),Shakugan no Shana II (Second),TV Action Drama Fantasy Romance School Supernatural 24 episodes,,"[{""name"": ""Action""}, {""name"": ""Drama""}, {""name"": ""Fantasy""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Supernatural""}]","[{""name"": ""Action""}, {""name"": ""Drama""}, {""name"": ""Fantasy""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Supernatural""}]",,184525,184525.0,7.79,0,,,ja,,TV,TV,,24.0,
8937,Toaru Majutsu no Index II,Toaru Majutsu no Index II,TV Action Magic Sci-Fi Super Power 24 episodes,,"[{""name"": ""Action""}, {""name"": ""Magic""}, {""name"": ""Sci-Fi""}, {""name"": ""Super Power""}]","[{""name"": ""Action""}, {""name"": ""Magic""}, {""name"": ""Sci-Fi""}, {""name"": ""Super Power""}]",,184520,184520.0,7.84,0,,,ja,,TV,TV,,24.0,
8516,Baka to Test to Shoukanjuu Ni!,Baka to Test to Shoukanjuu Ni!,TV Comedy Romance School Super Power 13 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Super Power""}]","[{""name"": ""Comedy""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Super Power""}]",,183722,183722.0,7.98,0,,,ja,,TV,TV,,13.0,
4063,Sekirei,Sekirei,TV Action Comedy Ecchi Harem Super Power 12 episodes,,"[{""name"": ""Action""}, {""name"": ""Comedy""}, {""name"": ""Ecchi""}, {""name"": ""Harem""}, {""name"": ""Super Power""}]","[{""name"": ""Action""}, {""name"": ""Comedy""}, {""name"": ""Ecchi""}, {""name"": ""Harem""}, {""name"": ""Super Power""}]",,182713,182713.0,7.4,0,,,ja,,TV,TV,,12.0,
3784,Evangelion: 2.0 You Can (Not) Advance,Evangelion: 2.0 You Can (Not) Advance,Movie Action Mecha Sci-Fi 1 episodes,,"[{""name"": ""Action""}, {""name"": ""Mecha""}, {""name"": ""Sci-Fi""}]","[{""name"": ""Action""}, {""name"": ""Mecha""}, {""name"": ""Sci-Fi""}]",,182224,182224.0,8.53,0,,,ja,,Movie,Movie,,1.0,
552,Digimon Adventure,Digimon Adventure,TV Action Adventure Comedy Fantasy Kids 54 episodes,,"[{""name"": ""Action""}, {""name"": ""Adventure""}, {""name"": ""Comedy""}, {""name"": ""Fantasy""}, {""name"": ""Kids""}]","[{""name"": ""Action""}, {""name"": ""Adventure""}, {""name"": ""Comedy""}, {""name"": ""Fantasy""}, {""name"": ""Kids""}]",,182208,182208.0,7.89,0,,,ja,,TV,TV,,54.0,
30307,Monster Musume no Iru Nichijou,Monster Musume no Iru Nichijou,TV Comedy Ecchi Fantasy Harem Romance Seinen 12 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Ecchi""}, {""name"": ""Fantasy""}, {""name"": ""Harem""}, {""name"": ""Romance""}, {""name"": ""Seinen""}]","[{""name"": ""Comedy""}, {""name"": ""Ecchi""}, {""name"": ""Fantasy""}, {""name"": ""Harem""}, {""name"": ""Romance""}, {""name"": ""Seinen""}]",,181845,181845.0,7.39,0,,,ja,,TV,TV,,12.0,
232,Cardcaptor Sakura,Cardcaptor Sakura,TV Adventure Comedy Drama Fantasy Magic Romance School Shoujo 70 episodes,,"[{""name"": ""Adventure""}, {""name"": ""Comedy""}, {""name"": ""Drama""}, {""name"": ""Fantasy""}, {""name"": ""Magic""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Shoujo""}]","[{""name"": ""Adventure""}, {""name"": ""Comedy""}, {""name"": ""Drama""}, {""name"": ""Fantasy""}, {""name"": ""Magic""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Shoujo""}]",,181249,181249.0,8.18,0,,,ja,,TV,TV,,70.0,
27787,Nisekoi:,Nisekoi:,TV Comedy Harem Romance School Shounen 12 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Harem""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Shounen""}]","[{""name"": ""Comedy""}, {""name"": ""Harem""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Shounen""}]",,180686,180686.0,7.5,0,,,ja,,TV,TV,,12.0,
10790,Kore wa Zombie Desu ka? of the Dead,Kore wa Zombie Desu ka? of the Dead,TV Action Comedy Ecchi Harem Magic Supernatural 10 episodes,,"[{""name"": ""Action""}, {""name"": ""Comedy""}, {""name"": ""Ecchi""}, {""name"": ""Harem""}, {""name"": ""Magic""}, {""name"": ""Supernatural""}]","[{""name"": ""Action""}, {""name"": ""Comedy""}, {""name"": ""Ecchi""}, {""name"": ""Harem""}, {""name"": ""Magic""}, {""name"": ""Supernatural""}]",,180032,180032.0,7.78,0,,,ja,,TV,TV,,10.0,
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru","Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",TV Comedy Romance School 10 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Romance""}, {""name"": ""School""}]","[{""name"": ""Comedy""}, {""name"": ""Romance""}, {""name"": ""School""}]",,179569,179569.0,7.55,0,,,ja,,TV,TV,,10.0,
28891,Haikyuu!! Second Season,Haikyuu!! Second Season,TV Comedy Drama School Shounen Sports 25 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Drama""}, {""name"": ""School""}, {""name"": ""Shounen""}, {""name"": ""Sports""}]","[{""name"": ""Comedy""}, {""name"": ""Drama""}, {""name"": ""School""}, {""name"": ""Shounen""}, {""name"": ""Sports""}]",,179342,179342.0,8.93,0,,,ja,,TV,TV,,25.0,
2593,Kara no Kyoukai 1: Fukan Fuukei,Kara no Kyoukai 1: Fukan Fuukei,Movie Action Mystery Supernatural Thriller 1 episodes,,"[{""name"": ""Action""}, {""name"": ""Mystery""}, {""name"": ""Supernatural""}, {""name"": ""Thriller""}]","[{""name"": ""Action""}, {""name"": ""Mystery""}, {""name"": ""Supernatural""}, {""name"": ""Thriller""}]",,178880,178880.0,7.81,0,,,ja,,Movie,Movie,,1.0,
24,School Rumble,School Rumble,TV Comedy Romance School Shounen 26 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Shounen""}]","[{""name"": ""Comedy""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Shounen""}]",,178553,178553.0,8.06,0,,,ja,,TV,TV,,26.0,
17729,Grisaia no Kajitsu,Grisaia no Kajitsu,TV Drama Harem Psychological Romance School 13 episodes,,"[{""name"": ""Drama""}, {""name"": ""Harem""}, {""name"": ""Psychological""}, {""name"": ""Romance""}, {""name"": ""School""}]","[{""name"": ""Drama""}, {""name"": ""Harem""}, {""name"": ""Psychological""}, {""name"": ""Romance""}, {""name"": ""School""}]",,178166,178166.0,7.67,0,,,ja,,TV,TV,,13.0,
30654,Ansatsu Kyoushitsu (TV) 2nd Season,Ansatsu Kyoushitsu (TV) 2nd Season,TV Action Comedy School Shounen 25 episodes,,"[{""name"": ""Action""}, {""name"": ""Comedy""}, {""name"": ""School""}, {""name"": ""Shounen""}]","[{""name"": ""Action""}, {""name"": ""Comedy""}, {""name"": ""School""}, {""name"": ""Shounen""}]",,176475,176475.0,8.68,0,,,ja,,TV,TV,,25.0,
578,Hotaru no Haka,Hotaru no Haka,Movie Drama Historical 1 episodes,,"[{""name"": ""Drama""}, {""name"": ""Historical""}]","[{""name"": ""Drama""}, {""name"": ""Historical""}]",,174878,174878.0,8.58,0,,,ja,,Movie,Movie,,1.0,
2605,Sayonara Zetsubou Sensei,Sayonara Zetsubou Sensei,TV Comedy Parody School 12 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Parody""}, {""name"": ""School""}]","[{""name"": ""Comedy""}, {""name"": ""Parody""}, {""name"": ""School""}]",,174531,174531.0,8.03,0,,,ja,,TV,TV,,12.0,
4975,ChäoS;HEAd,ChäoS;HEAd,TV Harem Mystery Psychological Sci-Fi Supernatural 12 episodes,,"[{""name"": ""Harem""}, {""name"": ""Mystery""}, {""name"": ""Psychological""}, {""name"": ""Sci-Fi""}, {""name"": ""Supernatural""}]","[{""name"": ""Harem""}, {""name"": ""Mystery""}, {""name"": ""Psychological""}, {""name"": ""Sci-Fi""}, {""name"": ""Supernatural""}]",,174337,174337.0,6.62,0,,,ja,,TV,TV,,12.0,
11319,Zero no Tsukaima F,Zero no Tsukaima F,TV Adventure Ecchi Fantasy Magic Romance 12 episodes,,"[{""name"": ""Adventure""}, {""name"": ""Ecchi""}, {""name"": ""Fantasy""}, {""name"": ""Magic""}, {""name"": ""Romance""}]","[{""name"": ""Adventure""}, {""name"": ""Ecchi""}, {""name"": ""Fantasy""}, {""name"": ""Magic""}, {""name"": ""Romance""}]",,174026,174026.0,7.77,0,,,ja,,TV,TV,,12.0,
3470,Special A,Special A,TV Comedy Romance School Shoujo 24 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Shoujo""}]","[{""name"": ""Comedy""}, {""name"": ""Romance""}, {""name"": ""School""}, {""name"": ""Shoujo""}]",,173603,173603.0,7.78,0,,,ja,,TV,TV,,24.0,
15689,Nekomonogatari: Kuro,Nekomonogatari: Kuro,TV Comedy Romance Supernatural 4 episodes,,"[{""name"": ""Comedy""}, {""name"": ""Romance""}, {""name"": ""Supernatural""}]","[{""name"": ""Comedy""}, {""name"": ""Romance""}, {""name"": ""Supernatural""}]",,173264,173264.0,8.06,0,,,ja,,TV,TV,,4.0,
8861,"Yosuga no Sora: In Solitude, Where We Are Least Alone.","Yosuga no Sora: In Solitude, Where We Are Least Alone.",TV Drama Ecchi Harem Romance 12 episodes,,"[{""name"": ""Drama""}, {""name"": ""Ecchi""}, {""name"": ""Harem""}, {""name"": ""Romance""}]","[{""name"": ""Drama""}, {""name"": ""Ecchi""}, {""name"": ""Harem""}, {""name"": ""Romance""}]",,173216,173216.0,6.72,0,,,ja,,TV,TV,,12.0,
