anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
8017,Soukou Kihei Votoms: Genei-hen,Armored Trooper Votoms: Phantom Arc,装甲騎兵ボトムズ 幻影篇,6.67,"Action, Drama, Sci-Fi","For their silver anniversary, Vanilla and Coconna return to Uoodo along with Gotho in the hopes of reuniting with Chirico. Once there they find a red shouldered AT at the Battling arena.",OVA,6.0,"Mar 26, 2010 to Oct 27, 2010",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Sunrise,Original,24 min per ep,PG-13 - Teens 13 or older,5469.0,9576,1,1221.0,2898,https://cdn.myanimelist.net/images/anime/1553/97716.jpg
8022,Tegamibachi Gakuen,Letter Bee Academy,テガミバチ学園,7.21,Comedy,Tegamibachi specials.,Special,25.0,"Jan 27, 2010 to Jul 23, 2010",UNKNOWN,Finished Airing,Pierrot,UNKNOWN,Pierrot Plus,Original,3 min per ep,PG-13 - Teens 13 or older,2971.0,5994,7,2784.0,10213,https://cdn.myanimelist.net/images/anime/4/19573.jpg
8023,Toaru Kagaku no Railgun: Motto Marutto Railgun,UNKNOWN,もっとまるっと超電磁砲,6.85,Comedy,Toaru Kagaku no Railgun specials that were released on the 1st and 5th Blu-ray and DVD volumes.,Special,2.0,"Jan 29, 2010 to May 28, 2010",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,J.C.Staff,Manga,8 min per ep,PG-13 - Teens 13 or older,4625.0,3013,31,21355.0,46512,https://cdn.myanimelist.net/images/anime/11/21780.jpg
8025,Chi-Sui Maru,UNKNOWN,ちーすい丸,UNKNOWN,Comedy,"The offensive and defensive battles between Nobuo, an office worker, and Chi-Sui Maru, a mosquito.",TV,41.0,"Feb 6, 2010 to Nov 26, 2010",winter 2010,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,1 min per ep,G - All Ages,15205.0,14395,0,UNKNOWN,580,https://cdn.myanimelist.net/images/anime/3/87751.jpg
8026,Super Street Fighter IV,UNKNOWN,スーパーストリートファイターIV,6.33,"Action, Adventure","This OVA will reveal the truth about Juri's evil eye and feature plenty of Cammy and the Dolls.

(Source: Capcom)",OVA,1.0,"Apr 28, 2010",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Gonzo,Game,35 min,PG-13 - Teens 13 or older,7238.0,6981,3,3694.0,7003,https://cdn.myanimelist.net/images/anime/6/53037.jpg
8038,Nodame Cantabile: Finale - Mine to Kiyora no Saikai,UNKNOWN,のだめカンタービレ フィナーレ 峰と清良の再会,7.8,"Comedy, Romance","Violinist Kiyora Miki meets with Shinichi Chiaki, Megumi ""Nodame"" Noda, and their two friends to visit world-class conductor Franz von Stresemann; upon arriving at his residence in Vienna, they discover that the maestro has escaped to Japan. As they make the most of their wasted trip by visiting important landmarks in the historical capital of classical music, Kiyora has a confession to make: she has not seen her boyfriend Ryuutarou Mine for an entire year and is still busy preparing for an international competition in Paris. Chiaki and Nodame promise to attend the final round, but when the two are back in Paris, they receive an unexpected guest...",Special,1.0,"Apr 7, 2010",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,J.C.Staff,Manga,25 min,PG-13 - Teens 13 or older,924.0,3149,36,22144.0,43148,https://cdn.myanimelist.net/images/anime/8/19590.jpg
8039,Oppai no Ouja 48,King of Breasts,おっぱいの王者48,6.91,Hentai,"The other day, when I was reading an adult book, I thought, ""I can tell whose breasts they are by just looking at them. Well, am I a king of oppai?"" However, there was no way to prove it.... But one day, I receive a letter and it includes a bunch of free sex tickets! Also, the reverse side of each ticket has the photo of someone's breasts. When I'm confused, a girl, Nil, appears in front of me. According to her, I'm qualified to take part in a game. It seems the tickets aren't fake. My mission is to look for a girl who's got the same breasts printed on the ticket. Like this, my search for oppai begins....

(Source: ErogeShop)",OVA,2.0,"Mar 19, 2010 to Jul 16, 2010",UNKNOWN,Finished Airing,"Milky Animation Label, MS Pictures, OLE-M",SoftCel Pictures,T-Rex,Visual novel,28 min per ep,Rx - Hentai,UNKNOWN,6016,40,3756.0,10131,https://cdn.myanimelist.net/images/anime/7/19594.jpg
8041,Sennin Buraku,Hermit Village,仙人部落,5.64,"Comedy, Ecchi","The ancient Chinese town of Taoyuan is populated exclusively by Taoist ascetics. The elder, Lao Shi, conducts research on magic and alchemy, while his pupil Zhi Huang is more interested in the pleasures of the flesh. He fell in love with three beautiful sisters who live close by.",TV,23.0,"Sep 4, 1963 to Feb 23, 1964",fall 1963,Finished Airing,UNKNOWN,UNKNOWN,Eiken,4-koma manga,15 min per ep,PG-13 - Teens 13 or older,10328.0,12409,2,251.0,1070,https://cdn.myanimelist.net/images/anime/2/78110.jpg
8042,Taishou Yakyuu Musume. Specials,UNKNOWN,大正野球娘。今夜の私は浪漫ちっくストライク,6.1,Sports,"The members of Ohka-kai heard of a rumor of an equipment called ""kondara"" (Japanese slang of a roller used to level the ground), which is essential to baseball. As they discuss what a Kondara is, the hot debate goes causes the excited members to get confused. Finally, Koume decides to look for a kondara, but Anna is also excited and cannot be counted on.",Special,2.0,"Oct 7, 2009 to Jan 6, 2010",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,J.C.Staff,Light novel,5 min per ep,PG-13 - Teens 13 or older,8355.0,11278,1,423.0,1601,https://cdn.myanimelist.net/images/anime/10/19618.jpg
8057,Shin Koihime†Musou: Otome Tairan,UNKNOWN,真恋姫†無双 ~乙女大乱~,6.96,"Adventure, Comedy, Fantasy, Ecchi","The third season of Koihime Musou.

Han's high court general Kashin (何進) was forced to swallow a cursed pill from Chou Jou. The effect is slowly turning her into a cat, which she dislikes. Chou Jou also made use of the emperor's name to dispose her from the Han court as a traitor.

She met Kada during her escape while Kada brought her to the Touka village, whom he believes they would help her.",TV,12.0,"Mar 26, 2010 to Jun 17, 2010",spring 2010,Finished Airing,"PRA, Jumondo",Sentai Filmworks,Doga Kobo,Visual novel,25 min per ep,R+ - Mild Nudity,4160.0,4527,24,8099.0,20456,https://cdn.myanimelist.net/images/anime/1146/129470.jpg
8062,Mai-HiME: Kuro no Mai/Saigo no Bansan,UNKNOWN,舞-HiME: 黒の舞／最後の晩餐,6.62,Comedy,"Mai invites Reito to go with her to the beach and also says that she prefers him over Tate. But little does he know, that this is actually part of a plan for revenge.",Special,1.0,"Jan 27, 2010",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Sunrise,Original,4 min,PG-13 - Teens 13 or older,5741.0,7413,4,2474.0,6025,https://cdn.myanimelist.net/images/anime/11/19697.jpg
8063,Sekaiichi Hatsukoi OVA,UNKNOWN,世界一初恋 OVA,7.87,"Boys Love, Romance","Two OVA episodes featuring additional stories. 

Episode 0: Ritsu and Takano used to date back in high school, but broke up due to a misunderstanding. This is that story. 

Episode 12.5: Hatori and Chiaki go to visit the latter's family. It's really awkward in many, many ways.",OVA,2.0,"Mar 22, 2011 to Sep 27, 2011",UNKNOWN,Finished Airing,Kadokawa Shoten,Funimation,Studio Deen,Manga,21 min per ep,PG-13 - Teens 13 or older,780.0,2428,126,36579.0,69383,https://cdn.myanimelist.net/images/anime/11/35863.jpg
8064,Ashiaraiyashiki no Juunin-tachi.,UNKNOWN,足洗邸の住人たち。,4.83,"Action, Fantasy, Supernatural","More than twenty years ago, an evil summoner committed ""Great Summon"". One third of human beings were killed, and devils and monsters invaded the Earth. One day, a painter, Tamura Fukutaro, moves into an apartment house called ""Ashiaraiyashiki"" and gets involved in the troubles of his non-human neighbors. It's the beginning of a severe battle among gods, devils and the ruler ""The Central"".",OVA,1.0,"Mar 25, 2010",UNKNOWN,Finished Airing,Studio NOIX,UNKNOWN,GARDEN LODGE,Manga,6 min,PG-13 - Teens 13 or older,12156.0,9799,3,920.0,2652,https://cdn.myanimelist.net/images/anime/12/19699.jpg
8065,Karakuri Kengou Den Musashi Lord,"Musashi, the Samurai Lord",からくり剣豪伝ムサシロード,6.17,"Action, Adventure","It is the time of civil war. Zipangu is a country where people live together with gimmick warriors, a kind of super human robot. There, people and gimmick warriors struggle to seize power. Musashi, a Samurai gimmick warrior, departs to on a quest to become the best Samurai warrior. Musashi thrives in the series of battles, encountering with many heroes and villains including his lifelong rival, Kojiro, an expert swordsman.  Later, Mushashi and Kojiro are sent by their General to escort the Princess, a granddaughter of the general. The princess is spoiled and difficult, so their journey becomes series of misadventures. Soon, they are caught up in a battle to seize control of the Country.",TV,50.0,"Oct 3, 1990 to Sep 25, 1991",fall 1990,Finished Airing,Bandai,UNKNOWN,Pierrot,Original,30 min per ep,PG - Children,8032.0,13529,0,173.0,766,https://cdn.myanimelist.net/images/anime/1739/110637.jpg
8068,Kuroshitsuji Picture Drama,UNKNOWN,黒執事 ピクチャードラマ,7.07,Supernatural,"It is almost Valentine's Day, and grim reaper Grell Sutcliff finally receives the opportunity to become the heroine of her very own harem battle. Whilst making chocolates for the demonic butler Sebastian Michaelis, Grell's preparations are interrupted by a whole host of handsome men smashing through the window.

First to appear is fellow reaper William T. Spears, who brings nothing but harsh reprimands. Next, however, the man of the hour appears—Sebastian Michaelis. The room begins to fill up even more, with Grell's unconventional harem expanding to include a pair of Phantomhive servants; the English branch manager of a Chinese trading company, Lau; the promiscuous Viscount Druitt; the Queen's butler, Ash Landers; and even the royal master-servant pair, Prince Soma and Agni. And when The Undertaker appears as ""The Valentine's Fairy,"" this chaotic gathering becomes a lot more romantic.",Special,1.0,"Jan 31, 2010",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,A-1 Pictures,Manga,17 min,PG-13 - Teens 13 or older,3672.0,4392,48,7527.0,21918,https://cdn.myanimelist.net/images/anime/11/70997.jpg
8074,Highschool of the Dead,High School of the Dead,学園黙示録 HIGHSCHOOL OF THE DEAD,7.07,"Action, Horror, Supernatural, Ecchi","It happened suddenly: The dead began to rise and Japan was thrown into total chaos. As these monsters begin terrorizing a high school, Takashi Kimuro is forced to kill his best friend when he gets bitten and joins the ranks of the walking dead. Vowing to protect Rei Miyamoto, the girlfriend of the man he just executed, they narrowly escape their death trap of a school, only to be greeted with a society that has already fallen.

Soon, Takashi and Rei band together with other students on a journey to find their family members and uncover what caused this overwhelming pandemic. Joining them is Saeko Busujima, the beautiful president of the Kendo Club; Kouta Hirano, an otaku with a fetish for firearms; Saya Takagi, the daughter of an influential politician; and Shizuka Marikawa, their hot school nurse. But will the combined strength of these individuals be enough to conquer this undead apocalypse?",TV,12.0,"Jul 5, 2010 to Sep 20, 2010",summer 2010,Finished Airing,"Geneon Universal Entertainment, AT-X, Showgate",Sentai Filmworks,Madhouse,Manga,24 min per ep,R+ - Mild Nudity,3662.0,72,9928,913054.0,1451863,https://cdn.myanimelist.net/images/anime/11/78311.jpg
8078,Kure-nai OVA,UNKNOWN,紅 OVA,6.8,"Action, Comedy",A Kure-nai OVA featuring new character designs closer to the novel/manga.,OVA,2.0,"Jul 2, 2010 to Dec 3, 2010",UNKNOWN,Finished Airing,Shueisha,UNKNOWN,Brain's Base,Light novel,29 min per ep,PG-13 - Teens 13 or older,4852.0,5406,4,6581.0,13201,https://cdn.myanimelist.net/images/anime/8/19793.jpg
8079,Tamala 2010: A Punk Cat in Space OVA,UNKNOWN,TAMALA2010 a punk cat in space,5.31,"Avant Garde, Sci-Fi","After a long 5-year wait, the team that created the widely acclaimed ""TAMALA2010 A Punk Cat in Space"" (Winner of the Jury and Public's Prize for Best Animated Feature Film in Canada's FanTasia 2003), brings you a fusion of extremely cute graphics and nice music. Also included are 3 shorts directed by Studio 4C's Hidekazu Ohara. It's a new animation world you'd want to see and listen to again and again.

(Source: AniDB)",OVA,2.0,"Aug 24, 2007",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Pierrot,Original,17 min per ep,G - All Ages,11337.0,11283,2,500.0,1597,https://cdn.myanimelist.net/images/anime/8/19770.jpg
8081,Je Bul Chal-ssi Iyagi,The Story of Mr. Sorry,제불찰씨 이야기,5.63,"Comedy, Fantasy, Horror","An unprecedented media show is on air at a TV broadcasting studio. The show is asking people whether a spider that drove an assemblyman crazy should be publicly executed or not. The spider in question is Je Bul-chal(meaning 'my mistake'), a hardworking young individual who became 'an ear cleaner' because of a precious memory he holds concerning his sister. In order to take a poll about his execution, the story of how Mr. Sorry became a spider is gradually revealed.

(Source: Official website)",Movie,1.0,"Mar 12, 2009",UNKNOWN,Finished Airing,Korean Academy of Film Arts,UNKNOWN,UNKNOWN,Unknown,1 hr 5 min,PG-13 - Teens 13 or older,10353.0,13863,0,203.0,685,https://cdn.myanimelist.net/images/anime/1839/112723.jpg
8086,Densetsu no Yuusha no Densetsu,The Legend of the Legendary Heroes,伝説の勇者の伝説,7.52,"Action, Adventure, Fantasy","""Alpha Stigma"" are known to be eyes that can analyze all types of magic. However, they are more infamously known as cursed eyes that can only bring destruction and death to others.

Ryner Lute, a talented mage and also an Alpha Stigma bearer, was once a student of the Roland Empire's Magician Academy, an elite school dedicated to training magicians for military purposes. However, after many of his classmates died in a war, he makes an oath to make the nation a more orderly and peaceful place, with fellow survivor and best friend, Sion Astal.

Now that Sion is the the king of Roland, he orders Ryner to search for useful relics that will aid the nation. Together with Ferris Eris, a beautiful and highly skilled swordswoman, Ryner goes on a journey to search for relics of legendary heroes from the past, and also uncover the secrets behind his cursed eyes.",TV,24.0,"Jul 2, 2010 to Dec 17, 2010",summer 2010,Finished Airing,"Lantis, Media Factory, Kadokawa Contents Gate, Fujimi Shobo",Funimation,Zexcs,Light novel,24 min per ep,R - 17+ (violence & profanity),1648.0,763,1978,134149.0,291925,https://cdn.myanimelist.net/images/anime/8/73651.jpg
8092,Bakumatsu no Spasibo,UNKNOWN,幕末のスパシーボ,6.53,UNKNOWN,"Based on the real life events around Yevfimy Vasilyevich Putyatin, a Russian admiral noted for his diplomatic missions to Japan and China, and the signing of the Treaty of Shimoda in 1855.

(Source: AniDB)",Movie,1.0,"Sep 20, 1997",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Magic Bus,Other,1 hr 25 min,PG - Children,6182.0,11259,1,430.0,1615,https://cdn.myanimelist.net/images/anime/11/71979.jpg
8097,Lupin III: The Last Job,Lupin III: The Last Job,ルパン三世 The Last Job,6.91,"Action, Adventure, Comedy","Lupin III aims to steal a Japanese cultural treasure ""Jigoku Nyorai Zo,"" which is found in the recreation facilities of Nazi Germany. However, this valuable object is also targeted by Morgana, a mysterious figure who leads a ninja thief gang.",Special,1.0,"Feb 12, 2010",UNKNOWN,Finished Airing,UNKNOWN,Discotek Media,TMS Entertainment,Manga,1 hr 32 min,PG-13 - Teens 13 or older,4341.0,6801,2,2660.0,7504,https://cdn.myanimelist.net/images/anime/2/21995.jpg
8098,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,Fafner: Heaven and Earth,蒼穹のファフナー Dead Aggressor HEAVEN AND EARTH,7.37,"Action, Drama, Sci-Fi","The year is 2148. Two years after the end of the original Fafner in the Azure TV series, Tatsumiya Island and its surviving residents have returned to some semblance of recovery. However, things have become desperate for our hero, Kazuki; nearly blind now, and partially crippled from his battles with the Festum two years earlier, he clings to the promise his fallen friend Soushi made to him to return to the island and set things right again. Kazuki's hopes flare when a lifeform is detected within an unmanned submarine that comes floating into Tatsumiya Bay one night, but the person aboard isn't Soushi; it is a mysterious ""boy"" named Misao Kurusu who may not be entirely human, and who claims to have been sent by Sōshi. With Misao's arrival, hostilities break out anew between the Human Army and the Festum, and the Fafner pilots are thrown into the most desperate battle of their lives - this time, with the fate of TWO races riding on their shoulders. 

(Source: Wikipedia)",Movie,1.0,"Dec 25, 2010",UNKNOWN,Finished Airing,"Production I.G, Movic, KlockWorx, King Records",Funimation,Xebec,Original,1 hr 30 min,PG-13 - Teens 13 or older,2217.0,5225,43,5380.0,14253,https://cdn.myanimelist.net/images/anime/5/31163.jpg
8100,Mardock Scramble: The First Compression,Mardock Scramble: The First Compression,マルドゥック・スクランブル 圧縮,7.43,"Action, Sci-Fi","Rune Balot is a down-and-out teen prostitute in Mardock City. One day, she's picked up by an ambitious casino manager named Shell who gives her everything she could want. Renewed by a false innocence, a false past, and now the false life Shell has given her, Balot feels grateful. However, she can't help but be curious about why he's done so much for her, so she does some research about his past on a computer. This turns out to be a mistake which will change her life greatly. When Shell finds out what she's done, he attempts to burn her to death by blowing up her car.

Due to the high crime rate in Mardock, a new law called ""Scramble 09"" has given police carte blanche to take extreme and otherwise illegal measures to revive crime witnesses. With this in mind, they allow a professor to bring Balot back from the brink of death by reassembling her entire body with reinforced synthetic fiber. When she finally wakes up, her confused mental state eventually turns toward revenge as Shell is revealed as her killer.

(Source: Nippon Cinema)",Movie,1.0,"Oct 8, 2010",UNKNOWN,Finished Airing,"Aniplex, Starchild Records",Sentai Filmworks,GoHands,Novel,1 hr 9 min,R+ - Mild Nudity,1967.0,2389,164,27916.0,71287,https://cdn.myanimelist.net/images/anime/3/26215.jpg
8101,HenSemi,UNKNOWN,変ゼミ,6.48,"Comedy, Ecchi","Matsutaka Nanako is a normal university student, who happened to enroll in an Abnormal Physiology seminar. She tries to keep her mental state sound, but other abnormal classmates start to influence her personality...

(Source: MU)",OVA,2.0,"Jul 23, 2010 to Mar 23, 2011",UNKNOWN,Finished Airing,Starchild Records,UNKNOWN,Xebec,Manga,26 min per ep,R+ - Mild Nudity,6472.0,3931,37,11128.0,28023,https://cdn.myanimelist.net/images/anime/5/24971.jpg
8108,Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,Ham Ham Grand Prix - The Miracle of Aurora Valley ~Ribon-chan's Close Call~,とっとこハム太郎公式サイト　ハムハムグランプリン　オーロラ谷の奇跡　〜リボンちゃん危機一髪！〜,6.52,"Adventure, Comedy","In Aurora Village in the high frozen peaks of the mountians, it's getting warmer, and the snow is melting. The Ham-Hams that live their believe that Bijou is their Snow White Princess who can pray for the snow to come back. They send Crystal the snow fairy hamster to summon Bijou to their land.

Crystal arrives and takes Bijou back, the ham-hams quickly tag along. Meanwhile, pirate hamsters are sailing above the village in their flying pirate ship. The captain of the ship, Hamstern sees Bijou captures her soon after, because he doesn't want her to pray for the snow. While Bijou is held against her will, she is very calm and nice to them even makes some yummy food for them. Hamtaro and the ham-hams come aboard on the ship, Hamtaro learns what Hamstern did to Bijou. He gets really angry, and will do anything to bring her back home.

Now Hamstern and Hamtaro must compete eachother in the Grand Prix. Where they race in all sorts of ways. Such as racing car. If Hamstern wins, he gets to take Bijou back in his ship. If Hamtaro wins, Bijou can pray for the snow and go back to her friends.

(Source: hhp.icy-mint.net)",Movie,1.0,"Dec 13, 2003",UNKNOWN,Finished Airing,Shogakukan-Shueisha Productions,UNKNOWN,TMS Entertainment,Unknown,52 min,PG - Children,6253.0,10647,3,669.0,2020,https://cdn.myanimelist.net/images/anime/5/20095.jpg
8109,Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,Hamtaro: The Mysterious Ogre's Picture Book Tower,とっとこハム太郎　ハム太郎とふしぎのオニの絵本塔,6.4,"Adventure, Comedy","Ayayam is a pretty hamster who excelled at everything–as a child-prodigy in school, sports and even drawing and writing. One day, however, she overhears her friends making fun of a picture book she loved and had given to one of them. She is so devastated that she decides she doesn’t need friends anymore, locks herself into the library and hasn’t taken a single step outside ever since. The God of Books sympathizes with her and gives her a Magic Quill with which she can effortlessly draw any picture and write any story she wants. Meanwhile, Hamtaro learns that Laura and her fellow students will put on ""Sunflower Taro"" as their next school play. Hamtaro and friends decide that they, too, want to try their hand at acting and prepare their own version of ""Sunflower Taro"". In the course of preparing for the play, they are suddenly sucked into a strange Picture Book Tower, where Ayayam tells them that they will be characters in her new book – a new and exciting version of the well-known fairy tale ""Sunflower Taro"". You can tell that things are getting off to an interesting start – as they always do when the Ham-Hams are involved!! 

(Source: tms-e.com)",Movie,1.0,"Dec 23, 2004",UNKNOWN,Finished Airing,Shogakukan-Shueisha Productions,UNKNOWN,TMS Entertainment,Unknown,50 min,G - All Ages,6877.0,10778,2,638.0,1936,https://cdn.myanimelist.net/images/anime/7/20094.jpg
8110,Fukubiki! Triangle: Miharu After,UNKNOWN,ふくびき！トライアングル～美晴アフター～,7.0,Hentai,"Miharu Shinonome has a perfect body. She is very knowledgeable about sexual activities and often takes the lead with her boyfriend Ushio Irifune. In a sudden twist of fate, a horrible accident sends her to the hospital, making Ushio and her sister Futaba extremely concerned about her current state of health.
 
Miharu wakes up losing her memories of Ushio, reverting to her state before she met her boyfriend—shy, moody, and utterly innocent. Moreover, taking advantage of her sister's memory loss, Futaba seduces Ushio as she also harbors feelings for him. Ushio needs to help Miharu regain her memories, all the while trying to remain unfazed by Futaba's lustful seduction.",OVA,2.0,"Apr 30, 2010 to Jan 28, 2011",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,PoRO,Visual novel,29 min per ep,Rx - Hentai,UNKNOWN,4903,65,6739.0,16952,https://cdn.myanimelist.net/images/anime/1124/103857.jpg
8111,Last Waltz: Hakudaku Mamire no Natsu Gasshuku,UNKNOWN,Last Waltz～白濁まみれの夏合宿～,6.19,Hentai,"It was just supposed to be a summer training.... Yuki is a caretaker of the baseball club. She and other members stay at a training camp on the isolated island now. But one day, a civil war breaks out. Male teachers leave the island to see what's going on. However, they never come back. Several days later, they know that their ship is wrecked. Nothing to drink.... Nothing to eat.... They gradually lose their self-control....

(Source: ErogeShop)",OVA,2.0,"Apr 30, 2010 to Oct 29, 2010",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Suzuki Mirano,Visual novel,29 min per ep,Rx - Hentai,UNKNOWN,7465,19,1984.0,5917,https://cdn.myanimelist.net/images/anime/1850/104172.jpg
8115,Uchuu Show e Youkoso,Welcome to THE SPACE SHOW,宇宙ショーへようこそ,7.3,"Adventure, Fantasy","Five elementary school children are spending their summer break camping at a remote mountain village. While on a hunt for their missing rabbit, Pyon-kichi, they find an injured dog in a field with crop circles. After nursing the dog back to health, they are shocked when he suddenly speaks and introduces himself as Pochi Rickman—an alien researcher who has been on Earth researching its plant life.

As thanks for saving his life, Pochi offers to take the children to the moon on a sightseeing trip. When they arrive, the group quickly discovers that the moon hides a vast alien metropolis which they begin to gleefully explore. Unfortunately, after hearing that Pochi was severely injured on his mission, the government of the moon issues a travel sanction on Earth, preventing the children from returning home. 

Left with no other choice, the group journeys around the galaxy in search of a way to safely return to Earth. Amidst their adventure, they are pursued by aliens affiliated with ""The Space Show,"" the universe's most-watched production shrouded in mystery.",Movie,1.0,"Feb 18, 2010",UNKNOWN,Finished Airing,Aniplex,"NYAV Post, GKIDS",A-1 Pictures,Original,2 hr 16 min,G - All Ages,2520.0,4085,45,8512.0,25849,https://cdn.myanimelist.net/images/anime/8/20085.jpg
8120,Gotou ni Naritai.,UNKNOWN,５等になりたい。,7.04,"Drama, Slice of Life",Story of a girl born with a bad leg. Ritsuko longs to go to school and make lots of friends but it is not so easy. Her mother is very protective of her and at school she is teased by her classmates for her strange way of walking. Will she manage to keep her smile?,Movie,1.0,"Oct 10, 1995",UNKNOWN,Finished Airing,Tama Production,UNKNOWN,UNKNOWN,Novel,1 hr 14 min,G - All Ages,3796.0,9650,4,1013.0,2822,https://cdn.myanimelist.net/images/anime/1831/112918.jpg
8123,Cooking Papa,UNKNOWN,クッキングパパ,6.61,"Comedy, Gourmet","The story of Mr. Araiwa and his family. He is a model employee in a large enterprise, but becomes a completely different character at home. He is very keen on cooking and lets pass no occasion to cook delicious dishes for his wife, who is frequently occupied by her work as a journalist, or his young son.

(Source: AniDB)",TV,151.0,"Apr 9, 1992 to May 25, 1995",spring 1992,Finished Airing,Asahi Broadcasting,UNKNOWN,Eiken,Manga,25 min per ep,G - All Ages,5792.0,10614,3,352.0,2038,https://cdn.myanimelist.net/images/anime/1581/120955.jpg
8129,Kuragehime,Princess Jellyfish,海月姫,8.11,Comedy,"Ever since her late mother took her to an aquarium when she was young, Tsukimi Kurashita has been obsessed with jellyfish, comparing their flowing tentacles to a princess's white dress. Now living with five other unemployed otaku women, 19-year-old Tsukimi spends her days as a social outcast dreaming of becoming an illustrator.

However, her life changes forever when one day, a beautiful woman unexpectedly helps her save a jellyfish in a local pet store. From then on, the stranger—confident, fashionable, and the complete opposite of Tsukimi and her roommates—begins to regularly visit the girls' building. This trendy hipster, though appearing shallow at first, harbors some secrets of her own, starting with the fact that ""she"" isn't really a girl at all, but a wealthy male college student named Kuranosuke Koibuchi!",TV,11.0,"Oct 15, 2010 to Dec 31, 2010",fall 2010,Finished Airing,"Dentsu, Genco, Kodansha, Fuji TV, Toho, Asmik Ace, Sony Music Entertainment, Sakura Create, Fujipacific Music",Funimation,Brain's Base,Manga,22 min per ep,PG-13 - Teens 13 or older,444.0,984,4484,106937.0,227449,https://cdn.myanimelist.net/images/anime/3/24865.jpg
8130,Mighty Orbots,Mighty Orbots,マイティ・オーボッツ,5.57,"Adventure, Comedy, Sci-Fi","Set in the twenty-third century, Mighty Orbots relates the adventures of Rob Simmons, a scientist, and his robots (called Orbots)—Tur, Bort, Beau, Crunch, and Ono—all members of the Galactic Patrol, the Earth-based futuristic police force. The focal point of the program is their battle against Shadow, a sinister planet of evil whose leader, Umbra, seeks to control the universe.

(Source: Film.com, edited)",TV,13.0,"Sep 8, 1984 to Dec 15, 1984",fall 1984,Finished Airing,UNKNOWN,UNKNOWN,Tokyo Movie Shinsha,Original,23 min per ep,G - All Ages,10563.0,13169,1,247.0,849,https://cdn.myanimelist.net/images/anime/1415/92895.jpg
8132,Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,UNKNOWN,超電影版SDガンダム三国伝 Brave Battle Warriors,5.78,Action,A Romance of the Three Kingdoms retelling using SD Gundams.,Movie,1.0,"Feb 27, 2010",UNKNOWN,Finished Airing,"Sotsu, Atelier Musa, Miracle Bus",UNKNOWN,Sunrise,Original,13 min,PG - Children,9753.0,10199,2,676.0,2325,https://cdn.myanimelist.net/images/anime/9/20218.jpg
8133,Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,UNKNOWN,映画 プリキュアオールスターズDX2 希望の光☆レインボージュエルを守れ!,7.16,"Action, Fantasy","Tsubomi Hanasaki is woken by her best friend Erika Kurumi only to find out that their two fairies, Coffret and Shypre, have left just leaving a note explaining where to find them. Fairy Park is not only the destination of both girls, it is also the meeting point of all other Precures who planned to spend this special day together. This magical theme park holds the Rainbow Jewel, a special gem that represents all of the hopes and dreams of the world. Such a powerful stone is the object of desire of a malefic entity named Bottom who has waited one thousand years for the opportunity to possess it.",Movie,1.0,"Mar 20, 2010",UNKNOWN,Finished Airing,Asahi Broadcasting,UNKNOWN,Toei Animation,Original,1 hr 10 min,G - All Ages,3263.0,7256,4,2850.0,6371,https://cdn.myanimelist.net/images/anime/9/20237.jpg
8134,"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de Arimasu!!","Keroro Gunso the Super Movie: Creation! Ultimate Keroro, Wonder Space-Time Island!!",超劇場版ケロロ軍曹 誕生!究極ケロロ奇跡の時空島であります!!,7.03,Comedy,"One day, a stone carving bearing an uncanny likeness to Keroro  arrives at Fuyumi's place. To solve this mystery, the Keroro Squad travels to the isolated and mysterious Easter Island. There, they meet harmless spirits known as Mana, and the odd twins Io and Rana. Lastly, there is Akuaku, a legendary evil spirit recently awoken from its long sleep. 

(Source: AniDB)",Movie,1.0,"Feb 27, 2010",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Sunrise,Manga,1 hr 14 min,PG - Children,3825.0,8958,6,1458.0,3571,https://cdn.myanimelist.net/images/anime/1526/98562.jpg
