anime_id,name,english_name,japanese_name,score,genres,primary_genre,type,episodes,aired,start_date,year,premiered,status,producers,licensors,studios,source,duration,duration_minutes,rating,rank,popularity,favorites,scored_by,members
31566,Ketsuekigata-kun! 3,UNKNOWN,血液型くん！3,6.25,Comedy,Comedy,TV,12,"Oct 13, 2015 to Dec 29, 2015",2015-10-13,2015.0,fall 2015,Finished Airing,Earth Star Entertainment,UNKNOWN,"feel., Zexcs, Assez Finaud Fabric",Web manga,2 min per ep,2.0,PG-13 - Teens 13 or older,7608.0,8927,2,1611.0,3609
38810,Bleach: Gotei 13 Omake,Bleach: 13 Court Guard Squads Omake,UNKNOWN,6.5,Action,Action,Special,1,"Jun 12, 2005",2005-06-12,2005.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Pierrot,Manga,3 min,3.0,PG-13 - Teens 13 or older,6371.0,5270,27,5302.0,13994
3861,Shaman King Specials,UNKNOWN,シャーマンキング,7.24,"Action, Comedy, Supernatural",Action,Special,5,"Jan 2, 2002 to Jul 24, 2003",2002-01-02,2002.0,UNKNOWN,Finished Airing,TV Tokyo Music,UNKNOWN,Xebec,Manga,35 min per ep,35.0,PG-13 - Teens 13 or older,2823.0,4595,25,7724.0,19879
10218,Berserk: Ougon Jidai-hen I - Haou no Tamago,Berserk: The Golden Age Arc I - The Egg of the King,ベルセルク 黄金時代篇Ⅰ 覇王の卵,7.7,"Action, Adventure, Drama, Fantasy, Horror",Action,Movie,1,"Feb 4, 2012",2012-02-04,2012.0,UNKNOWN,Finished Airing,"Yahoo! Japan, Good Smile Company, Beyond C., Rialto Entertainment","VIZ Media, NYAV Post",Studio 4°C,Manga,1 hr 16 min,76.0,R+ - Mild Nudity,1144.0,1030,955,141849.0,218536
1582,Submarine 707R,Submarine 707R,サブマリン707R,6.21,"Action, Adventure, Sci-Fi",Action,OVA,2,"Sep 26, 2003 to Apr 28, 2004",2003-09-26,2003.0,UNKNOWN,Finished Airing,"Aniplex, Sony Music Entertainment",Geneon Entertainment USA,Group TAC,Manga,50 min per ep,50.0,PG-13 - Teens 13 or older,7846.0,9488,3,1216.0,2992
38254,Hashiri Tsuzukete Yokatta tte.,I'm glad I could keep running.,走り続けてよかったって。,6.38,"Drama, Slice of Life",Drama,TV,4,"Oct 9, 2018 to Oct 30, 2018",2018-10-09,2018.0,fall 2018,Finished Airing,"DAX Production, Twin Planet",UNKNOWN,Signal.MD,Original,15 min per ep,15.0,PG-13 - Teens 13 or older,6983.0,5585,12,4420.0,12113
51217,Isekai Yarisaa,UNKNOWN,異世界ヤリサー,6.75,Hentai,Hentai,OVA,2,"Apr 28, 2022",2022-04-28,2022.0,UNKNOWN,Finished Airing,"Lune Pictures, Antechinus",UNKNOWN,T-Rex,Manga,16 min per ep,16.0,Rx - Hentai,12702.0,7475,34,2685.0,5898
37390,Xi Yangyang Yu Hui Tailang: Xi Qi Yangyang Guo She Nian,The Mythical Ark: Adventures in Love & Happiness,喜羊羊与灰太狼之喜气羊羊过蛇年,5.59,"Adventure, Comedy",Adventure,Movie,1,"Jan 24, 2013",2013-01-24,2013.0,UNKNOWN,Finished Airing,"Creative Power Entertaining, Alpha Group Co. Ltd.",UNKNOWN,UNKNOWN,Unknown,1 hr 28 min,88.0,G - All Ages,10491.0,16943,0,119.0,321
5074,Tetsuwan Birdy Decode:02,Birdy the Mighty: Decode 02,鉄腕バーディー DECODE:02,7.71,"Action, Comedy, Sci-Fi",Action,TV,12,"Jan 10, 2009 to Mar 28, 2009",2009-01-10,2009.0,winter 2009,Finished Airing,"Aniplex, Shogakukan",Funimation,A-1 Pictures,Manga,23 min per ep,23.0,R - 17+ (violence & profanity),1130.0,2884,249,23471.0,50846
33881,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Washi to Ore!? - Bokura wa Asakusa Shounen Tanteidan!,UNKNOWN,こちら葛飾区亀有公園前派出所 ワシと俺!?〜ぼくらは浅草少年探偵団!〜,6.29,Comedy,Comedy,Special,2,"Apr 6, 2008 to Apr 13, 2008",2008-04-06,2008.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Gallop,Manga,20 min per ep,20.0,PG-13 - Teens 13 or older,7455.0,14381,0,133.0,584
20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,Natsume’s Book of Friends: On a Certain Snowy Day,夏目友人帳 新作OVA いつかゆきのひに,8.33,"Drama, Slice of Life, Supernatural",Drama,OVA,1,"Feb 5, 2014",2014-02-05,2014.0,UNKNOWN,Finished Airing,"Aniplex, Nihon Ad Systems",UNKNOWN,Brain's Base,Manga,22 min,22.0,PG-13 - Teens 13 or older,216.0,2274,106,34612.0,77327
1977,Hijikata Toshizou: Shiro no Kiseki,UNKNOWN,土方歳三　白の軌跡,6.09,"Action, Drama",Action,OVA,1,"Jan 12, 2004",2004-01-12,2004.0,UNKNOWN,Finished Airing,"Imagica, Beyond C.",UNKNOWN,Studio 4°C,Original,32 min,32.0,PG-13 - Teens 13 or older,8406.0,9238,6,1170.0,3249
39534,Jibaku Shounen Hanako-kun,Toilet-Bound Hanako-kun,地縛少年花子くん,7.84,Supernatural,Supernatural,TV,12,"Jan 10, 2020 to Mar 27, 2020",2020-01-10,2020.0,winter 2020,Finished Airing,"Square Enix, Studio Hibari, Pony Canyon, TBS, Half H.P Studio, Contents Seed",Funimation,Lerche,Manga,24 min per ep,24.0,PG-13 - Teens 13 or older,848.0,361,11418,271507.0,555251
30071,Frypan Jiisan,UNKNOWN,ふらいぱんじいさん,5.38,Adventure,Adventure,Movie,1,1981,1981-01-01,1981.0,UNKNOWN,Finished Airing,NHK,UNKNOWN,UNKNOWN,Original,21 min,21.0,G - All Ages,11159.0,17316,0,111.0,292
36639,Shadowverse PVs,Shadowverse,Shadowverse シャドウバース,5.8,Fantasy,Fantasy,ONA,1,"Oct 16, 2015 to ?",2015-10-16,2015.0,UNKNOWN,Currently Airing,UNKNOWN,UNKNOWN,UNKNOWN,Card game,1 min,1.0,G - All Ages,9688.0,12190,1,171.0,1155
12055,Brandish,UNKNOWN,Brandish,6.65,"Supernatural, Hentai",Supernatural,OVA,2,"Jun 22, 2012 to Aug 24, 2012",2012-06-22,2012.0,UNKNOWN,Finished Airing,Mary Jane,UNKNOWN,Studio Eromatick,Manga,16 min per ep,16.0,Rx - Hentai,12702.0,4924,69,7335.0,16733
35418,Sin: Nanatsu no Taizai Zange-roku Specials,Seven Mortal Sins Specials,sin 七つの大罪 ショートアニメ「懺悔録」,5.95,"Fantasy, Ecchi",Fantasy,Special,7,"Jun 28, 2017 to Dec 20, 2017",2017-06-28,2017.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,"Artland, TNK",Other,1 min per ep,1.0,R+ - Mild Nudity,9062.0,6674,6,2025.0,7876
49470,Mamahaha no Tsurego ga Motokano datta,My Stepmom's Daughter Is My Ex,継母の連れ子が元カノだった,6.77,"Comedy, Romance",Comedy,TV,12,"Jul 6, 2022 to Sep 21, 2022",2022-07-06,2022.0,summer 2022,Finished Airing,"Sotsu, Pony Canyon, Movic, AT-X, KlockWorx, Asmik Ace, BS Fuji, DMM pictures, BS NTV, Kadokawa, Yomiuri Shimbun, APDREAM, Bit grooove promotion, Happinet Phantom Studios, Bergamo",UNKNOWN,Project No.9,Light novel,23 min per ep,23.0,PG-13 - Teens 13 or older,4998.0,883,1469,110662.0,252357
9878,Licca-chan to Yamaneko Hoshi no Tabi,UNKNOWN,Licca the movie リカちゃん リカちゃんとヤマネコ星の旅,5.82,"Adventure, Fantasy",Adventure,OVA,1,"Sep 12, 1997",1997-09-12,1997.0,UNKNOWN,Finished Airing,"Toho, Takara",UNKNOWN,Ajia-do,Unknown,1 hr 18 min,78.0,G - All Ages,9612.0,14146,0,180.0,620
29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,UNKNOWN,たまゆら～卒業写真～ 第3部 憧-あこがれ-,7.81,"Comedy, Drama, Slice of Life",Comedy,Movie,1,"Nov 28, 2015",2015-11-28,2015.0,UNKNOWN,Finished Airing,"Shochiku, flying DOG",UNKNOWN,TYO Animations,Original,51 min,51.0,G - All Ages,896.0,6177,12,3070.0,9495
50086,Non-Breath Oblige,UNKNOWN,ノンブレス・オブリージュ,6.38,UNKNOWN,,Music,1,"Jun 2, 2021",2021-06-02,2021.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,3.0,PG-13 - Teens 13 or older,12702.0,17271,1,155.0,295
971,Astro Boy: Tetsuwan Atom,Astro Boy (2003),アストロボーイ・鉄腕アトム,7.01,"Action, Adventure, Sci-Fi",Action,TV,50,"Apr 6, 2003 to Mar 28, 2004",2003-04-06,2003.0,spring 2003,Finished Airing,"Sony Pictures Entertainment, Dentsu, Mill Creek Entertainment",UNKNOWN,Tezuka Productions,Manga,24 min per ep,24.0,G - All Ages,3934.0,4324,130,10698.0,22701
20021,Sword Art Online: Extra Edition,Sword Art Online: Extra Edition,ソードアート・オンライン Extra Edition,6.55,"Action, Fantasy",Action,Special,1,"Dec 31, 2013",2013-12-31,2013.0,UNKNOWN,Finished Airing,Aniplex,Aniplex of America,A-1 Pictures,Light novel,1 hr 41 min,101.0,PG-13 - Teens 13 or older,6079.0,721,573,184357.0,307690
50747,Algo,UNKNOWN,Algo,5.72,Avant Garde,Avant Garde,Music,1,"Dec 17, 2021",2021-12-17,2021.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,3.0,PG-13 - Teens 13 or older,12702.0,18252,0,124.0,236
5588,Ko Ko Ro,UNKNOWN,コ・コ・ロ・・・,5.14,Hentai,Hentai,OVA,2,"Dec 21, 2001 to Jun 21, 2002",2001-12-21,2001.0,UNKNOWN,Finished Airing,Japan Home Video,UNKNOWN,UNKNOWN,Unknown,28 min per ep,28.0,Rx - Hentai,12702.0,12927,1,241.0,910
3031,Digimon Frontier: Ornismon Fukkatsu!!,Digimon Frontier: Island of Lost Digimon,デジモンフロンティア 古代デジモン（オニスモン）復活！！,6.83,"Adventure, Comedy, Drama, Fantasy",Adventure,Movie,1,"Jul 20, 2002",2002-07-20,2002.0,UNKNOWN,Finished Airing,UNKNOWN,Saban Brands,Toei Animation,Original,40 min,40.0,PG - Children,4706.0,4553,10,9818.0,20266
2771,Chou Kuse ni Narisou,I'll Make a Habit of It,超くせになりそう,6.58,"Comedy, Romance, Slice of Life",Comedy,TV,39,"Apr 5, 1994 to Jan 3, 1995",1994-04-05,1994.0,spring 1994,Finished Airing,UNKNOWN,UNKNOWN,Studio Kikan,Manga,25 min per ep,25.0,PG-13 - Teens 13 or older,5945.0,10346,2,381.0,2221
1150,Legend of Crystania,Legend of Crystania,レジェンド・オブ・クリスタニア,5.95,"Action, Adventure, Fantasy, Supernatural",Action,OVA,3,"Nov 21, 1996 to Apr 23, 1997",1996-11-21,1996.0,UNKNOWN,Finished Airing,"Kadokawa Shoten, Marubeni",UNKNOWN,Triangle Staff,Unknown,45 min per ep,45.0,R - 17+ (violence & profanity),9044.0,7700,7,1820.0,5494
2942,Sketchbook: Full Color's,Sketchbook ~full color's~,スケッチブック ～full color's～,7.38,"Comedy, Slice of Life",Comedy,TV,13,"Oct 2, 2007 to Dec 25, 2007",2007-10-02,2007.0,fall 2007,Finished Airing,"Media Factory, Shochiku, AT-X, TV Tokyo Music, TYO, Mag Garden",Nozomi Entertainment,Hal Film Maker,4-koma manga,23 min per ep,23.0,G - All Ages,2163.0,3838,189,9225.0,29572
13377,Recorder to Randoseru Re♪,Recorder and Randsell Re,リコーダーとランドセル レ♪,6.82,"Comedy, Slice of Life",Comedy,TV,13,"Apr 4, 2012 to Jun 27, 2012",2012-04-04,2012.0,spring 2012,Finished Airing,Takeshobo,UNKNOWN,Seven,4-koma manga,3 min per ep,3.0,PG-13 - Teens 13 or older,4748.0,3845,7,16879.0,29484
26449,Akame ga Kill! Recap,UNKNOWN,『アカメが斬る！』第一話～第八話ダイジェスト映像,6.73,"Action, Fantasy",Action,Special,1,"Aug 31, 2014",2014-08-31,2014.0,UNKNOWN,Finished Airing,TOHO animation,UNKNOWN,White Fox,Manga,42 min,42.0,R - 17+ (violence & profanity),5184.0,3380,59,15619.0,38086
16606,C.L.A.Y.,UNKNOWN,C.L.A.Y.,3.47,Horror,Horror,ONA,1,"May 27, 2012",2012-05-27,2012.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,1 min,1.0,R - 17+ (violence & profanity),12662.0,9376,0,2081.0,3114
1818,Claymore,Claymore,クレイモア,7.74,"Action, Adventure, Fantasy",Action,TV,26,"Apr 4, 2007 to Sep 26, 2007",2007-04-04,2007.0,spring 2007,Finished Airing,"VAP, Avex Entertainment, Nippon Television Network, D.N. Dream Partners",Funimation,Madhouse,Manga,23 min per ep,23.0,R+ - Mild Nudity,1036.0,292,8252,317263.0,650639
8837,Taimanin Asagi Special,UNKNOWN,対魔忍アサギ,6.33,"Action, Supernatural, Hentai",Action,Special,1,"May 1, 2009",2009-05-01,2009.0,UNKNOWN,Finished Airing,Pixy,UNKNOWN,UNKNOWN,Visual novel,3 min,3.0,Rx - Hentai,12702.0,7340,24,2553.0,6193
3215,Fuyu no Hi,Winter Days,冬の日,6.02,Award Winning,Award Winning,Movie,1,"Nov 22, 2003",2003-11-22,2003.0,UNKNOWN,Finished Airing,Imagica,UNKNOWN,UNKNOWN,Book,39 min,39.0,R+ - Mild Nudity,8739.0,8394,6,1494.0,4403
50425,"Fuufu Ijou, Koibito Miman.","More than a married couple, but not lovers.",夫婦以上、恋人未満。,7.59,Romance,Romance,TV,12,"Oct 9, 2022 to Dec 25, 2022",2022-10-09,2022.0,fall 2022,Finished Airing,"AT-X, KlockWorx, Exa International, Sun TV, Kadokawa, Bandai Namco Music Live",UNKNOWN,studio MOTHER,Manga,24 min per ep,24.0,PG-13 - Teens 13 or older,1397.0,911,2588,123212.0,246966
10941,Mushi no Tameiki,UNKNOWN,蟲の溜息,5.35,UNKNOWN,,Music,1,"Jul 10, 2011",2011-07-10,2011.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,3.0,G - All Ages,12702.0,13177,1,504.0,848
37458,Kyoto Teramachi Sanjou no Holmes,Holmes of Kyoto,京都寺町三条のホームズ,6.73,"Drama, Mystery",Drama,TV,12,"Jul 10, 2018 to Sep 25, 2018",2018-07-10,2018.0,summer 2018,Finished Airing,"MediaNet, AT-X, Futabasha, Hakuhodo, A-Craft, Tohan Corporation, Crunchyroll SC Anime Fund, AQUA ARIS",Discotek Media,Seven,Novel,23 min per ep,23.0,PG-13 - Teens 13 or older,5153.0,2577,103,23473.0,62687
12767,Yuusei Kamen,UNKNOWN,遊星仮面,5.69,Sci-Fi,Sci-Fi,TV,39,"Jun 3, 1966 to Feb 21, 1967",1966-06-03,1966.0,summer 1966,Finished Airing,UNKNOWN,UNKNOWN,Eiken,Unknown,25 min per ep,25.0,PG-13 - Teens 13 or older,10095.0,14010,0,160.0,650
33512,Animegatari x Koukaku Kidoutai Collab Eizou,UNKNOWN,「アニメガタリ」×「攻殻機動隊 新劇場版」コラボ映像,5.15,"Comedy, Sci-Fi",Comedy,ONA,1,"Jun 12, 2015",2015-06-12,2015.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,1 min,1.0,G - All Ages,11682.0,9777,6,697.0,2675
2561,Captain Future,UNKNOWN,キャプテンフューチャー,7.14,"Action, Adventure, Sci-Fi",Action,TV,52,"Nov 7, 1978 to Dec 18, 1979",1978-11-07,1978.0,fall 1978,Finished Airing,Harmony Gold,UNKNOWN,Toei Animation,Novel,23 min per ep,23.0,PG-13 - Teens 13 or older,3319.0,8148,31,2125.0,4796
30081,Shiawase no Uta,UNKNOWN,しあわせのうた,4.94,UNKNOWN,,Music,1,"Oct 2, 1984",1984-10-02,1984.0,UNKNOWN,Finished Airing,NHK,UNKNOWN,UNKNOWN,Original,2 min,2.0,R+ - Mild Nudity,12702.0,16185,0,201.0,378
1089,Macross: Do You Remember Love?,UNKNOWN,超時空要塞マクロス -愛・おぼえていますか-,7.94,"Action, Romance, Sci-Fi",Action,Movie,1,"Jul 7, 1984",1984-07-07,1984.0,UNKNOWN,Finished Airing,"Mainichi Broadcasting System, Studio Nue, Big West",UNKNOWN,Tatsunoko Production,Original,1 hr 55 min,115.0,R+ - Mild Nudity,665.0,3036,717,21822.0,45884
34999,Kiitarou Shounen no Youkai Enikki: Jonan no Saijitsu,UNKNOWN,奇異太郎少年の妖怪絵日記 女難の祭日,6.13,"Comedy, Supernatural, Ecchi",Comedy,Special,1,"Jan 27, 2017",2017-01-27,2017.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Creators in Pack,Web manga,4 min,4.0,PG-13 - Teens 13 or older,8185.0,8701,0,1011.0,3936
50281,Delicious Party♡Precure,Delicious Party Pretty Cure,デリシャスパーティ♡プリキュア,6.96,"Action, Fantasy",Action,TV,45,"Feb 6, 2022 to Jan 29, 2023",2022-02-06,2022.0,winter 2022,Finished Airing,"TV Asahi, Asatsu DK, Asahi Broadcasting, ABC Animation, ADK Emotions",UNKNOWN,Toei Animation,Original,24 min per ep,24.0,G - All Ages,4128.0,6404,105,2273.0,8673
9832,Katte ni Shirokuma,"Whatever, White Bear",かってにシロクマ,5.25,Comedy,Comedy,OVA,1,"Dec 21, 1987",1987-12-21,1987.0,UNKNOWN,Finished Airing,Artmic,UNKNOWN,AIC,Manga,32 min,32.0,R+ - Mild Nudity,11474.0,13776,0,294.0,707
21591,Wasure-boshi,UNKNOWN,忘れ星,5.62,Fantasy,Fantasy,ONA,1,"Jul 3, 2013",2013-07-03,2013.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,5 min,5.0,G - All Ages,10379.0,12367,0,519.0,1086
40519,Youma Shoukan e Youkoso,UNKNOWN,妖魔娼館へようこそ,6.66,"Fantasy, Supernatural, Hentai",Fantasy,OVA,2,"Feb 7, 2020 to Mar 6, 2020",2020-02-07,2020.0,UNKNOWN,Finished Airing,Lune Pictures,UNKNOWN,T-Rex,Visual novel,16 min per ep,16.0,Rx - Hentai,12702.0,6683,47,3253.0,7851
49236,Youjo Senki: Sabaku no Pasta Daisakusen,Saga of Tanya the Evil: Operation Desert Pasta,幼女戦記 砂漠のパスタ大作戦,7.44,"Action, Fantasy",Action,ONA,1,"Jun 19, 2021",2021-06-19,2021.0,UNKNOWN,Finished Airing,"Magic Capsule, Kadokawa",UNKNOWN,Nut,Light novel,16 min,16.0,PG-13 - Teens 13 or older,1936.0,2798,126,26388.0,53704
23361,Bakuman. 3rd Season Specials,UNKNOWN,バクマン。,6.97,Comedy,Comedy,Special,2,"Jun 26, 2013 to Aug 28, 2013",2013-06-26,2013.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,J.C.Staff,Manga,3 min per ep,3.0,PG-13 - Teens 13 or older,4105.0,4938,19,5972.0,16598
2607,Birth,Birth,バース,6.0,"Action, Adventure, Comedy, Sci-Fi",Action,OVA,1,"Jul 21, 1984",1984-07-21,1984.0,UNKNOWN,Finished Airing,"Victor Entertainment, Harmony Gold","ADV Films, Streamline Pictures","Kaname Productions, Idol",Manga,1 hr 19 min,79.0,PG-13 - Teens 13 or older,8816.0,7059,18,2432.0,6804
49049,The Naked King,UNKNOWN,The Naked King,6.63,Boys Love,Boys Love,Music,1,"May 25, 2021",2021-05-25,2021.0,UNKNOWN,Finished Airing,"RX-RECORDS, UK.PROJECT INC.",UNKNOWN,UNKNOWN,Original,4 min,4.0,R - 17+ (violence & profanity),12702.0,12885,3,533.0,924
13561,Guilty Crown: 4-koma Gekijou,UNKNOWN,ギルクラ4コマ劇場 ぎる亭くら雲,6.92,Comedy,Comedy,Special,11,"Jan 25, 2012 to Nov 21, 2012",2012-01-25,2012.0,UNKNOWN,Finished Airing,"Aniplex, Studio Moriken",Funimation,Production I.G,4-koma manga,1 min per ep,1.0,R - 17+ (violence & profanity),4316.0,4064,26,7909.0,26108
31749,Chou Kidougai-ku: Kashiwa-no-Ha,UNKNOWN,超機動街区 KASHIWA-NO-HA,4.96,UNKNOWN,,ONA,1,"Sep 30, 2015",2015-09-30,2015.0,UNKNOWN,Finished Airing,"Rakuonsha, Yamato Works",UNKNOWN,UNKNOWN,Original,1 min,1.0,PG - Children,12002.0,12535,1,287.0,1030
30519,Ba La La Xiao Mo Xian: Caihong Xin Shi,UNKNOWN,巴啦啦小魔仙之彩虹心石,5.77,Comedy,Comedy,TV,36,"Mar 26, 2011 to Dec 2011",2011-03-26,2011.0,spring 2011,Finished Airing,Alpha Group Co. Ltd.,UNKNOWN,Alpha Animation,Unknown,24 min per ep,24.0,G - All Ages,9807.0,11375,3,328.0,1540
38901,Days of Delight,Days of Delight,Days of Delight,5.42,UNKNOWN,,Music,1,"Sep 4, 2018",2018-09-04,2018.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Music,1 min,1.0,G - All Ages,12702.0,17483,0,150.0,281
23227,Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,UNKNOWN,未確認で進行形 「鴨肉って緑っぽい味がするのね。」,7.13,"Comedy, Romance",Comedy,OVA,1,"Mar 28, 2014",2014-03-28,2014.0,UNKNOWN,Finished Airing,"DAX Production, TOHO animation, Ichijinsha",UNKNOWN,Doga Kobo,4-koma manga,11 min,11.0,PG-13 - Teens 13 or older,3413.0,2879,21,26998.0,50940
42797,Rebirth: Virtual to no Souguu,UNKNOWN,りばあす ヴァーチャルとの遭遇,5.6,"Comedy, Slice of Life",Comedy,Special,1,"Aug 21, 2020",2020-08-21,2020.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Card game,3 min,3.0,PG-13 - Teens 13 or older,10469.0,13309,0,301.0,815
15037,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,Corpse Party: Tortured Souls,コープスパーティー Tortured Souls -暴虐された魂の呪叫-,6.44,"Horror, Mystery, Supernatural",Horror,OVA,4,"Jul 24, 2013",2013-07-24,2013.0,UNKNOWN,Finished Airing,MAGES.,Maiden Japan,asread.,Visual novel,29 min per ep,29.0,R - 17+ (violence & profanity),6661.0,589,1644,215633.0,368084
35254,Time Bokan: Gyakushuu no San Akunin,Time Bokan: The Villains Strike Back,タイムボカン 逆襲の三悪人,5.86,"Adventure, Comedy",Adventure,TV,24,"Oct 7, 2017 to Mar 24, 2018",2017-10-07,2017.0,fall 2017,Finished Airing,Yomiuri Telecasting,UNKNOWN,Tatsunoko Production,Original,23 min per ep,23.0,PG-13 - Teens 13 or older,9443.0,10807,1,490.0,1918
10435,Boyfriend,UNKNOWN,ボ～イ フレンド,5.61,"Romance, Sports",Romance,Special,1,"Feb 11, 1992",1992-02-11,1992.0,UNKNOWN,Finished Airing,Toshiba EMI,UNKNOWN,Magic Bus,Manga,1 hr 54 min,114.0,PG-13 - Teens 13 or older,10404.0,12418,1,270.0,1069
1068,Chou Denji Robo Combattler V,UNKNOWN,超電磁ロボ コンバトラーＶ,6.84,"Adventure, Sci-Fi",Adventure,TV,54,"Apr 17, 1976 to May 28, 1977",1976-04-17,1976.0,spring 1976,Finished Airing,Studio Nue,Discotek Media,"Sunrise, Toei Animation",Unknown,25 min per ep,25.0,PG-13 - Teens 13 or older,4647.0,8892,9,1177.0,3654
6281,Asylum Session,The Asylum Session,アジール・セッション,4.85,Sci-Fi,Sci-Fi,Movie,1,"Jul 11, 2009",2009-07-11,2009.0,UNKNOWN,Finished Airing,UNKNOWN,Sentai Filmworks,CoMix Wave Films,Original,1 hr 5 min,65.0,R - 17+ (violence & profanity),12138.0,8508,4,1104.0,4237
22817,Kindaichi Shounen no Jikenbo Returns,The File of Young Kindaichi Returns,金田一少年の事件簿R【リターンズ】,7.52,Mystery,Mystery,TV,25,"Apr 5, 2014 to Sep 27, 2014",2014-04-05,2014.0,spring 2014,Finished Airing,Yomiuri Telecasting,UNKNOWN,Toei Animation,Manga,24 min per ep,24.0,R - 17+ (violence & profanity),1661.0,4793,60,7167.0,18001
2915,Chikyuu ga Ugoita Hi,The Day the Earth Moved,地球が動いた日,6.39,Drama,Drama,Movie,1,"Jul 22, 1997",1997-07-22,1997.0,UNKNOWN,Finished Airing,"Magic Capsule, Kyodo Eiga, Orix, GoGo Visual Planning, Company AZA",UNKNOWN,Tama Production,Novel,1 hr 15 min,75.0,PG - Children,6913.0,11139,1,558.0,1690
36827,Tantei Opera Milky Holmes: Arsene Karei naru Yokubou,UNKNOWN,探偵オペラミルキィホームズ アルセーヌ 華麗なる欲望,6.72,"Comedy, Mystery",Comedy,Special,1,"Dec 31, 2017",2017-12-31,2017.0,UNKNOWN,Finished Airing,Bushiroad,UNKNOWN,J.C.Staff,Original,23 min,23.0,PG-13 - Teens 13 or older,5250.0,10249,2,714.0,2286
6093,Anmitsu Hime,Princess Anmitsu,あんみつ姫,7.33,Comedy,Comedy,TV,51,"Oct 5, 1986 to Sep 27, 1987",1986-10-05,1986.0,fall 1986,Finished Airing,Fujipacific Music,UNKNOWN,Pierrot,Manga,24 min per ep,24.0,G - All Ages,2384.0,11553,13,419.0,1450
31244,Makura no Danshi: Sono Ato no Makura no Danshi,UNKNOWN,枕男子 （まくらのだんし）「その後の枕男子」,4.75,Slice of Life,Slice of Life,Special,1,"Nov 27, 2015",2015-11-27,2015.0,UNKNOWN,Finished Airing,"Earth Star Entertainment, Assez Finaud Fabric",UNKNOWN,feel.,Original,Unknown,23.0,PG-13 - Teens 13 or older,12266.0,9604,3,664.0,2867
11703,Code:Breaker,Code:Breaker,CØDE:BREAKER,6.72,"Action, Comedy, Supernatural",Action,TV,13,"Oct 7, 2012 to Dec 23, 2012",2012-10-07,2012.0,fall 2012,Finished Airing,"Bandai Visual, Lantis, Kodansha, Memory-Tech, Bushiroad",Funimation,Kinema Citrus,Manga,24 min per ep,24.0,R - 17+ (violence & profanity),5213.0,677,667,157300.0,322851
34436,Age of Obscure: Boubaku Jidai,UNKNOWN,AGE OF OBSCURE 茫漠時代,5.26,Avant Garde,Avant Garde,Movie,1,2016,2016-01-01,2016.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,3 min,3.0,G - All Ages,11456.0,15355,0,162.0,451
1656,PostPet Momobin,UNKNOWN,ポストペットモモ便,5.29,Comedy,Comedy,TV,24,"Jul 4, 2004 to Jan 9, 2005",2004-07-04,2004.0,summer 2004,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,3 min per ep,3.0,G - All Ages,11370.0,14771,0,155.0,520
9751,Strike Witches Movie,Strike Witches: The Movie,ストライクウィッチーズ 劇場版,7.58,"Action, Sci-Fi, Ecchi",Action,Movie,1,"Mar 17, 2012",2012-03-17,2012.0,UNKNOWN,Finished Airing,"Kadokawa Shoten, Nippon Columbia, KlockWorx, NTT Docomo, Sony PCL",Funimation,AIC,Original,1 hr 37 min,97.0,PG-13 - Teens 13 or older,1450.0,3230,121,18753.0,41208
6892,Yokorenbo: Immoral Mother,UNKNOWN,横恋母～Immoral Mother～,6.78,Hentai,Hentai,OVA,2,"Sep 25, 2009 to Nov 23, 2009",2009-09-25,2009.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Suzuki Mirano,Visual novel,29 min per ep,29.0,Rx - Hentai,12702.0,5741,65,4753.0,11333
