id,title,budget,revenue,runtime,popularity,release_date,original_language,status,genres
25285,Seireitsukai no Blade Dance Specials,6,37075,3.0,22.0,2014-10-08,ja,Special,"Action, Comedy, Fantasy, Ecchi"
30825,Ghost Stories: The Headless Horsemen!! Curse of Death,1,15045,23.0,10.0,2001-08-24,ja,Special,"Horror, Mystery, Supernatural"
28701,Fate/stay night [Unlimited Blade Works] Season 2,13,820465,24.0,9054.0,2015-04-05,ja,TV,"Action, Fantasy, Supernatural"
37815,Niizuma Koyomi The Animation,1,6804,27.0,23.0,2018-07-27,ja,OVA,Hentai
11691,Bloody Date,1,4096,5.0,0.0,2006-11-29,ja,ONA,Horror
30817,Netoraserare,2,5759,17.0,18.0,2015-07-24,ja,OVA,Hentai
4095,Chuumon no Ooi Ryouriten (1991),1,5226,19.0,3.0,1991-01-01,ja,Movie,"Award Winning, Fantasy, Horror, Supernatural"
26243,Seraph of the End: Vampire Reign,12,1275952,23.0,13330.0,2015-04-04,ja,TV,"Action, Drama, Supernatural"
37744,Isekai Cheat Magician,12,306674,23.0,504.0,2019-07-10,ja,TV,"Action, Adventure, Fantasy"
33253,Ajin: Demi-Human 2nd Season,13,286718,24.0,511.0,2016-10-08,ja,TV,"Action, Horror, Mystery, Supernatural"
37956,Real Girl Season 2,12,179160,22.0,1172.0,2019-01-09,ja,TV,Romance
3035,Sonic Soldier Borgman,35,3158,24.0,6.0,1988-04-13,ja,TV,"Action, Sci-Fi"
48859,Pretty All Friends Selection,16,1905,24.0,18.0,2021-06-06,ja,TV,"Comedy, Slice of Life"
16189,Miboujin Nikki: Akogare no Ano Hito to Hitotsu Yane no Shita,1,11402,22.0,65.0,2013-01-25,ja,OVA,Hentai
39939,Emerald no Oka,1,242,4.0,0.0,2014-01-29,ja,Music,Drama
49521,Non Non Biyori Nonstop: Our Club Worked Hard,1,17399,22.0,22.0,2022-03-23,ja,OVA,Slice of Life
1564,Pokémon: Advanced,192,182339,24.0,258.0,2002-11-21,ja,TV,"Action, Adventure, Comedy, Fantasy"
10790,Is this A Zombie? of the Dead,10,371246,24.0,725.0,2012-04-05,ja,TV,"Action, Comedy, Supernatural, Ecchi"
39681,D4DJ First Mix,13,37184,23.0,476.0,2020-10-23,ja,TV,UNKNOWN
52708,Unleash!!!!!,1,318,3.0,1.0,2022-08-10,ja,Music,Sci-Fi
3094,Rancou Chokyo - Orgy Training,1,1727,28.0,2.0,2001-11-18,ja,OVA,Hentai
8584,Future War Year 198X,1,2402,125.0,5.0,1982-10-30,ja,Movie,Drama
27451,Pororo the Little Penguin 2,52,512,5.0,0.0,2005-12-03,ja,TV,UNKNOWN
28841,"Wake Up, Girls! Seishun no Kage",1,9741,54.0,12.0,2015-09-25,ja,Movie,Drama
44078,Jian Wang 3: Xia Gan Yi Dan Shen Jianxin 2nd Season,12,738,22.0,1.0,2019-12-27,ja,ONA,"Action, Adventure, Comedy"
22451,Bad Badtz-Maru in The Boy Who Cried Wolf,1,496,10.0,2.0,2001-07-20,ja,OVA,Fantasy
29919,Fushigi na Taiko,1,469,18.0,0.0,1957-08-20,ja,Movie,UNKNOWN
4394,Corporal Norakuro,1,1193,10.0,0.0,1934-03-09,ja,Movie,Adventure
14059,Kimagure Orange☆Road: Tanabata Special,1,1917,40.0,3.0,1987-11-21,ja,OVA,UNKNOWN
38814,Nobunaga Teacher's Young Bride,12,79935,7.0,101.0,2019-04-06,ja,TV,"Comedy, Romance, Ecchi"
1123,Beet the Vandel Buster Excellion,25,7730,24.0,6.0,2005-10-06,ja,TV,"Adventure, Fantasy, Supernatural"
2570,The Mischevious Twins,26,2856,25.0,3.0,1991-01-05,ja,TV,"Comedy, Slice of Life"
4484,"Darkness of the Sea, Shadow of the Moon",3,2002,29.0,1.0,1989-10-14,ja,OVA,"Drama, Horror, Romance"
42544,Fena: Pirate Princess,12,181602,24.0,1171.0,2021-10-03,ja,TV,"Action, Adventure, Fantasy"
36954,Break Go!Ga!,1,327,3.0,0.0,2017-12-14,ja,ONA,UNKNOWN
546,Wind: A Breath of Heart (TV),13,11340,12.0,9.0,2004-06-30,ja,TV,"Drama, Romance, Supernatural"
1683,Di Gi Charat Nyo,104,7508,12.0,43.0,2003-04-06,ja,TV,"Comedy, Fantasy, Sci-Fi"
40699,Ai no Tabidachi,1,285,2.0,0.0,1989-12-02,ja,Music,UNKNOWN
49762,Mama x Holic: Miwaku no Mama to Amaama Kankei - The Animation,2,4927,19.0,24.0,2021-11-26,ja,OVA,Hentai
4469,.hack//G.U. Trilogy: Parody Mode,1,10641,6.0,10.0,2008-03-25,ja,Special,"Comedy, Fantasy, Sci-Fi"
8446,SAI: Part 1 / Revolving... to the Core,1,568,15.0,1.0,2004-10-14,ja,Music,Fantasy
31750,TV-ban Pokemon Special Masara Town-hen Recaps,3,3109,47.0,0.0,2000-09-29,ja,OVA,"Action, Adventure, Comedy, Fantasy"
36066,The Sunk Sank,1,286,5.0,0.0,2009-09-17,ja,Music,UNKNOWN
30309,Yuuyake Dandan,23,1156,1.0,2.0,2015-03-31,ja,Movie,Slice of Life
33462,Miss Bernard said.,12,21993,3.0,24.0,2016-10-07,ja,TV,Comedy
1536,Buso Renkin,26,169004,24.0,856.0,2006-10-05,ja,TV,"Action, Supernatural"
37710,IDOLiSH7 Special Program: Kimi to Furikaeranai to!,1,2963,23.0,13.0,2018-04-01,ja,Special,Drama
14127,Papa Love: Papa to Icha Ero Shitai Musume-tachi to Hitotsu Yane no Shita de,2,13615,30.0,53.0,2012-07-27,ja,OVA,Hentai
35402,An Expression,1,900,3.0,0.0,1935-01-01,ja,Movie,Avant Garde
6560,Popee the Clown,39,10147,4.0,280.0,2000-01-03,ja,TV,"Avant Garde, Comedy"
8226,Akuma-kun (Movie),1,925,40.0,1.0,1989-07-15,ja,Movie,"Adventure, Fantasy, Horror, Supernatural"
30431,"You Can Be A Robot, Too feat. Kamome Jido Gassyodan",1,489,4.0,1.0,2014-10-21,ja,Music,UNKNOWN
3449,The Goddess is a Middle School Student,4,11071,27.0,4.0,2005-11-23,ja,Special,"Comedy, Drama, Slice of Life, Supernatural"
4058,Ladius,1,2193,48.0,2.0,1987-12-01,ja,OVA,"Action, Adventure, Sci-Fi"
33226,Kotowaza Gundam-san (ONA),17,1126,1.0,0.0,2015-02-18,ja,ONA,Comedy
5959,Mizugi Kanojo The Animation,4,19801,30.0,173.0,2009-01-23,ja,OVA,Hentai
34903,RoboMasters the Animated Series,6,12438,24.0,15.0,2017-10-13,ja,TV,Action
20589,Bikyaku Seido Kaichou Ai,1,6000,29.0,30.0,2014-03-28,ja,OVA,Hentai
2605,"Sayonara, Zetsubou-Sensei",12,335694,24.0,4634.0,2007-07-08,ja,TV,Comedy
28685,Tough Guy!,1,566,6.0,0.0,2005-06-03,ja,Movie,"Action, Award Winning, Comedy"
7247,Naked Wolves,52,787,5.0,4.0,2009-04-06,ja,TV,"Action, Comedy, Sports"
38689,Guan Hai Ce,16,705,21.0,2.0,2018-06-17,ja,ONA,"Action, Fantasy"
3901,Baccano! Specials,3,175205,28.0,300.0,2008-02-27,ja,Special,"Action, Comedy, Mystery, Supernatural"
22175,The Harmonic Gleam Vibration,1,556,10.0,1.0,2005-01-01,ja,Movie,Avant Garde
23975,Fukuyama Gekijou: Natsu no Himitsu,1,567,55.0,0.0,1990-09-27,ja,OVA,Fantasy
7179,Makai Tenshi Djibril 3,2,5268,28.0,12.0,2009-09-25,ja,OVA,"Fantasy, Supernatural, Hentai"
44248,Fate/Grand Carnival,4,50467,15.0,252.0,2020-12-31,ja,OVA,"Comedy, Fantasy, Supernatural"
46471,The Detective Is Already Dead,12,347292,25.0,3092.0,2021-07-04,ja,TV,"Comedy, Mystery, Romance"
2393,Doraemon the Movie: Nobita and the Windmasters,1,9408,80.0,4.0,2003-03-08,ja,Movie,"Adventure, Comedy, Fantasy"
14749,Oreshura,13,535640,23.0,1814.0,2013-01-06,ja,TV,"Comedy, Romance"
33710,Run & Roll,1,465,1.0,0.0,2013-01-01,ja,Movie,Avant Garde
43771,Vazzrock the Animation,13,6305,23.0,32.0,2022-10-05,ja,TV,UNKNOWN
5136,Flag Director's Edition: Issenman no Kufura no Kiroku,1,1774,100.0,1.0,2007-08-08,ja,OVA,Action
37888,Revelation,13,877,13.0,3.0,2017-04-26,ja,ONA,"Action, Adventure, Fantasy"
3734,Glass Mask: The Girl of a Thousand Masks,3,2464,45.0,12.0,1998-12-16,ja,OVA,Drama
9433,A-jang.com,13,766,25.0,3.0,2001-11-22,ja,TV,Fantasy
25543,M3: Sono Kuroki Hagane Recap,1,1943,24.0,4.0,2014-07-22,ja,ONA,Action
1202,Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,1,13152,24.0,13.0,2006-03-22,ja,OVA,"Action, Adventure, Fantasy, Sci-Fi"
41140,Princess Principal: Crown Handler - Chapter 2,1,13799,55.0,31.0,2021-09-23,ja,Movie,"Action, Mystery"
37245,Gundam Build Divers,25,29568,24.0,51.0,2018-04-03,ja,TV,"Action, Sci-Fi"
34368,Vatican Miracle Examiner,12,46143,24.0,87.0,2017-07-07,ja,TV,"Drama, Mystery, Supernatural"
10502,Drawer Hobs,1,5705,23.0,2.0,2011-03-05,ja,Movie,"Comedy, Slice of Life, Supernatural"
1862,Strike Witches OVA,1,26026,8.0,23.0,2007-01-01,ja,OVA,"Action, Sci-Fi, Ecchi"
40812,Starting Over,1,268,8.0,1.0,2016-01-01,ja,Movie,Avant Garde
2298,Mobile Suit Gundam SEED: After-Phase Between the Stars,1,15459,5.0,7.0,2004-03-26,ja,Special,"Action, Drama, Sci-Fi"
36800,Amanchu! Advance,12,31386,23.0,33.0,2018-04-07,ja,TV,"Comedy, Slice of Life"
2752,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,6,36303,23.0,39.0,2007-06-22,ja,OVA,Sports
50559,Megaton-kyuu Musashi 2nd Season,15,3510,27.0,12.0,2022-10-07,ja,TV,"Action, Sci-Fi"
34050,Tonari no Onigiri-kun,3,1380,0.3,1.0,2016-08-30,ja,Special,Slice of Life
3983,Desert Island Story X,4,1348,24.0,2.0,1998-07-24,ja,OVA,Hentai
316,"F3: Frantic, Frustrated & Female",3,5675,25.0,16.0,1994-08-05,ja,OVA,"Comedy, Girls Love, Hentai"
44208,Theatre of Darkness: Yamishibai 8,13,14337,4.0,23.0,2021-01-11,ja,TV,"Avant Garde, Horror, Supernatural"
35228,Haikara-san: Here Comes Miss Modern Part 2,1,12798,105.0,29.0,2018-10-19,ja,Movie,"Comedy, Romance"
21575,Koukaku Kidoutai Arise: Ghost in the Shell - Logicoma Specials,4,6618,3.0,1.0,2013-07-26,ja,Special,Sci-Fi
2739,Highschool Aurabuster: Hikari no Mezame,3,785,27.0,1.0,1999-02-05,ja,OVA,"Drama, Fantasy"
1378,Wrath of the Ninja,1,5181,86.0,6.0,1989-05-27,ja,Movie,Action
2143,Saiyuuki Reload: Burial,3,13091,33.0,47.0,2007-04-27,ja,OVA,"Action, Adventure, Drama, Fantasy"
3941,Rensa Byoutou,2,5258,28.0,11.0,2007-06-25,ja,OVA,Hentai
2334,The Three Musketeers: Aramis the Adventure,1,1495,45.0,2.0,1989-03-11,ja,Movie,"Adventure, Romance"
31102,Taiko no Tatsujin: 15-shuunen Kinen Short Animation,1,2092,0.6,1.0,2015-06-25,ja,ONA,UNKNOWN
23349,Kirin Monoshiri Yakata,1565,726,5.0,1.0,1975-01-01,ja,TV,UNKNOWN
4471,Shin SOS Dai Tokyo Tankentai,1,1708,41.0,3.0,2007-05-19,ja,Movie,Adventure
34872,Tapuri Card x Kaijuu Sakaba Kanpai: Kanegon no Shuchou,1,371,1.0,0.0,2017-02-05,ja,ONA,Comedy
17873,Pokémon: Black & White: Adventures in Unova and Beyond,20,42990,22.0,22.0,2013-04-25,ja,TV,"Action, Adventure, Comedy, Fantasy"
880,Ah! My Goddess: Flights of Fancy,22,65136,24.0,165.0,2006-04-07,ja,TV,"Comedy, Romance, Supernatural"
1903,Stratos 4: Logbook,1,1711,30.0,1.0,2006-08-26,ja,Special,"Action, Sci-Fi, Ecchi"
31566,Ketsuekigata-kun! 3,12,3609,2.0,2.0,2015-10-13,ja,TV,Comedy
38810,Bleach: 13 Court Guard Squads Omake,1,13994,3.0,27.0,2005-06-12,ja,Special,Action
3861,Shaman King Specials,5,19879,35.0,25.0,2002-01-02,ja,Special,"Action, Comedy, Supernatural"
10218,Berserk: The Golden Age Arc I - The Egg of the King,1,218536,76.0,955.0,2012-02-04,ja,Movie,"Action, Adventure, Drama, Fantasy, Horror"
1582,Submarine 707R,2,2992,50.0,3.0,2003-09-26,ja,OVA,"Action, Adventure, Sci-Fi"
38254,I'm glad I could keep running.,4,12113,15.0,12.0,2018-10-09,ja,TV,"Drama, Slice of Life"
51217,Isekai Yarisaa,2,5898,16.0,34.0,2022-04-28,ja,OVA,Hentai
37390,The Mythical Ark: Adventures in Love & Happiness,1,321,88.0,0.0,2013-01-24,ja,Movie,"Adventure, Comedy"
5074,Birdy the Mighty: Decode 02,12,50846,23.0,249.0,2009-01-10,ja,TV,"Action, Comedy, Sci-Fi"
33881,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Washi to Ore!? - Bokura wa Asakusa Shounen Tanteidan!,2,584,20.0,0.0,2008-04-06,ja,Special,Comedy
20651,Natsume’s Book of Friends: On a Certain Snowy Day,1,77327,22.0,106.0,2014-02-05,ja,OVA,"Drama, Slice of Life, Supernatural"
1977,Hijikata Toshizou: Shiro no Kiseki,1,3249,32.0,6.0,2004-01-12,ja,OVA,"Action, Drama"
39534,Toilet-Bound Hanako-kun,12,555251,24.0,11418.0,2020-01-10,ja,TV,Supernatural
30071,Frypan Jiisan,1,292,21.0,0.0,1981-01-01,ja,Movie,Adventure
36639,Shadowverse,1,1155,1.0,1.0,2015-10-16,ja,ONA,Fantasy
12055,Brandish,2,16733,16.0,69.0,2012-06-22,ja,OVA,"Supernatural, Hentai"
35418,Seven Mortal Sins Specials,7,7876,1.0,6.0,2017-06-28,ja,Special,"Fantasy, Ecchi"
49470,My Stepmom's Daughter Is My Ex,12,252357,23.0,1469.0,2022-07-06,ja,TV,"Comedy, Romance"
9878,Licca-chan to Yamaneko Hoshi no Tabi,1,620,78.0,0.0,1997-09-12,ja,OVA,"Adventure, Fantasy"
29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,1,9495,51.0,12.0,2015-11-28,ja,Movie,"Comedy, Drama, Slice of Life"
50086,Non-Breath Oblige,1,295,3.0,1.0,2021-06-02,ja,Music,UNKNOWN
971,Astro Boy (2003),50,22701,24.0,130.0,2003-04-06,ja,TV,"Action, Adventure, Sci-Fi"
20021,Sword Art Online: Extra Edition,1,307690,101.0,573.0,2013-12-31,ja,Special,"Action, Fantasy"
50747,Algo,1,236,3.0,0.0,2021-12-17,ja,Music,Avant Garde
5588,Ko Ko Ro,2,910,28.0,1.0,2001-12-21,ja,OVA,Hentai
3031,Digimon Frontier: Island of Lost Digimon,1,20266,40.0,10.0,2002-07-20,ja,Movie,"Adventure, Comedy, Drama, Fantasy"
2771,I'll Make a Habit of It,39,2221,25.0,2.0,1994-04-05,ja,TV,"Comedy, Romance, Slice of Life"
1150,Legend of Crystania,3,5494,45.0,7.0,1996-11-21,ja,OVA,"Action, Adventure, Fantasy, Supernatural"
2942,Sketchbook ~full color's~,13,29572,23.0,189.0,2007-10-02,ja,TV,"Comedy, Slice of Life"
13377,Recorder and Randsell Re,13,29484,3.0,7.0,2012-04-04,ja,TV,"Comedy, Slice of Life"
26449,Akame ga Kill! Recap,1,38086,42.0,59.0,2014-08-31,ja,Special,"Action, Fantasy"
16606,C.L.A.Y.,1,3114,1.0,0.0,2012-05-27,ja,ONA,Horror
1818,Claymore,26,650639,23.0,8252.0,2007-04-04,ja,TV,"Action, Adventure, Fantasy"
8837,Taimanin Asagi Special,1,6193,3.0,24.0,2009-05-01,ja,Special,"Action, Supernatural, Hentai"
3215,Winter Days,1,4403,39.0,6.0,2003-11-22,ja,Movie,Award Winning
50425,"More than a married couple, but not lovers.",12,246966,24.0,2588.0,2022-10-09,ja,TV,Romance
10941,Mushi no Tameiki,1,848,3.0,1.0,2011-07-10,ja,Music,UNKNOWN
37458,Holmes of Kyoto,12,62687,23.0,103.0,2018-07-10,ja,TV,"Drama, Mystery"
12767,Yuusei Kamen,39,650,25.0,0.0,1966-06-03,ja,TV,Sci-Fi
33512,Animegatari x Koukaku Kidoutai Collab Eizou,1,2675,1.0,6.0,2015-06-12,ja,ONA,"Comedy, Sci-Fi"
2561,Captain Future,52,4796,23.0,31.0,1978-11-07,ja,TV,"Action, Adventure, Sci-Fi"
30081,Shiawase no Uta,1,378,2.0,0.0,1984-10-02,ja,Music,UNKNOWN
1089,Macross: Do You Remember Love?,1,45884,115.0,717.0,1984-07-07,ja,Movie,"Action, Romance, Sci-Fi"
34999,Kiitarou Shounen no Youkai Enikki: Jonan no Saijitsu,1,3936,4.0,0.0,2017-01-27,ja,Special,"Comedy, Supernatural, Ecchi"
50281,Delicious Party Pretty Cure,45,8673,24.0,105.0,2022-02-06,ja,TV,"Action, Fantasy"
9832,"Whatever, White Bear",1,707,32.0,0.0,1987-12-21,ja,OVA,Comedy
21591,Wasure-boshi,1,1086,5.0,0.0,2013-07-03,ja,ONA,Fantasy
40519,Youma Shoukan e Youkoso,2,7851,16.0,47.0,2020-02-07,ja,OVA,"Fantasy, Supernatural, Hentai"
49236,Saga of Tanya the Evil: Operation Desert Pasta,1,53704,16.0,126.0,2021-06-19,ja,ONA,"Action, Fantasy"
23361,Bakuman. 3rd Season Specials,2,16598,3.0,19.0,2013-06-26,ja,Special,Comedy
2607,Birth,1,6804,79.0,18.0,1984-07-21,ja,OVA,"Action, Adventure, Comedy, Sci-Fi"
49049,The Naked King,1,924,4.0,3.0,2021-05-25,ja,Music,Boys Love
13561,Guilty Crown: 4-koma Gekijou,11,26108,1.0,26.0,2012-01-25,ja,Special,Comedy
31749,Chou Kidougai-ku: Kashiwa-no-Ha,1,1030,1.0,1.0,2015-09-30,ja,ONA,UNKNOWN
30519,Ba La La Xiao Mo Xian: Caihong Xin Shi,36,1540,24.0,3.0,2011-03-26,ja,TV,Comedy
38901,Days of Delight,1,281,1.0,0.0,2018-09-04,ja,Music,UNKNOWN
23227,Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,1,50940,11.0,21.0,2014-03-28,ja,OVA,"Comedy, Romance"
42797,Rebirth: Virtual to no Souguu,1,815,3.0,0.0,2020-08-21,ja,Special,"Comedy, Slice of Life"
15037,Corpse Party: Tortured Souls,4,368084,29.0,1644.0,2013-07-24,ja,OVA,"Horror, Mystery, Supernatural"
35254,Time Bokan: The Villains Strike Back,24,1918,23.0,1.0,2017-10-07,ja,TV,"Adventure, Comedy"
10435,Boyfriend,1,1069,114.0,1.0,1992-02-11,ja,Special,"Romance, Sports"
1068,Chou Denji Robo Combattler V,54,3654,25.0,9.0,1976-04-17,ja,TV,"Adventure, Sci-Fi"
6281,The Asylum Session,1,4237,65.0,4.0,2009-07-11,ja,Movie,Sci-Fi
22817,The File of Young Kindaichi Returns,25,18001,24.0,60.0,2014-04-05,ja,TV,Mystery
2915,The Day the Earth Moved,1,1690,75.0,1.0,1997-07-22,ja,Movie,Drama
36827,Tantei Opera Milky Holmes: Arsene Karei naru Yokubou,1,2286,23.0,2.0,2017-12-31,ja,Special,"Comedy, Mystery"
6093,Princess Anmitsu,51,1450,24.0,13.0,1986-10-05,ja,TV,Comedy
31244,Makura no Danshi: Sono Ato no Makura no Danshi,1,2867,23.0,3.0,2015-11-27,ja,Special,Slice of Life
11703,Code:Breaker,13,322851,24.0,667.0,2012-10-07,ja,TV,"Action, Comedy, Supernatural"
34436,Age of Obscure: Boubaku Jidai,1,451,3.0,0.0,2016-01-01,ja,Movie,Avant Garde
1656,PostPet Momobin,24,520,3.0,0.0,2004-07-04,ja,TV,Comedy
9751,Strike Witches: The Movie,1,41208,97.0,121.0,2012-03-17,ja,Movie,"Action, Sci-Fi, Ecchi"
6892,Yokorenbo: Immoral Mother,2,11333,29.0,65.0,2009-09-25,ja,OVA,Hentai
3819,Nozomi In The Sun,26,1902,24.0,7.0,1971-04-08,ja,TV,Drama
6310,Kinnikuman II Sei: Second Generations,1,1275,30.0,0.0,2001-07-14,ja,Movie,"Comedy, Sports"
12119,A Summer-Colored Miracle,12,42809,24.0,110.0,2012-04-06,ja,TV,"Slice of Life, Supernatural"
53540,Detective Conan Movie 26: Kurogane no Submarine,1,6178,109.0,40.0,2023-04-14,ja,Movie,Mystery
33658,Girls & Panzer: Kore ga Hontou no Anzio-sen desu! - Fushou Akiyama Yukari no Sensha Kouza,1,4492,13.0,1.0,2014-07-25,ja,Special,UNKNOWN
33338,One Piece: Heart of Gold,1,70577,104.0,48.0,2016-07-16,ja,Special,"Action, Adventure, Comedy, Drama, Fantasy"
10528,Duel Masters Cross Shock,50,2110,10.0,1.0,2010-04-03,ja,TV,"Action, Adventure, Comedy, Fantasy"
53766,Mahjong Soul Pon☆ Special,1,844,2.0,0.0,2022-10-26,ja,Special,Comedy
20365,Another: Misaki Mei - Shizukani,1,24545,4.0,37.0,2013-03-29,ja,Music,UNKNOWN
51663,Pandemic,1,2203,20.0,7.0,2022-06-24,ja,OVA,Hentai
40363,RoboCop,1,344,2.0,0.0,2019-05-15,ja,Music,Avant Garde
30543,Rasen Sokou no Dystopia,2,5194,29.0,7.0,2015-06-26,ja,OVA,Hentai
10549,Precure All Stars GoGo Dream Live!,1,4037,5.0,5.0,2008-11-08,ja,Special,"Action, Fantasy"
15431,Natsu-iro Kiseki: 15-kaime no Natsuyasumi,1,7445,7.0,3.0,2012-08-29,ja,OVA,Slice of Life
39095,Aishiteru (2010),1,390,4.0,0.0,2010-07-11,ja,Music,Romance
30863,Usalullaby,1,707,5.0,0.0,2013-01-01,ja,Movie,Avant Garde
6941,Toriko: Jump Super Anime Tour 2009 Special,1,7991,27.0,9.0,2009-10-12,ja,Special,"Action, Adventure, Comedy, Gourmet"
34318,Mekakucity V's,4,5875,4.0,18.0,2014-01-01,ja,Music,"Romance, Supernatural"
2529,Princess Minerva,1,2081,44.0,1.0,1995-05-01,ja,OVA,"Adventure, Comedy, Fantasy"
8705,Phantom: Requiem for the Phantom Picture Drama,9,7768,6.0,15.0,2009-07-24,ja,Special,Comedy
20035,Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,1,24592,12.0,17.0,2013-08-28,ja,Special,"Action, Sci-Fi"
32613,Elsword: El-ui Yeoin,12,23240,13.0,78.0,2016-12-10,ja,ONA,"Action, Fantasy"
54340,Lee's Detective Agency: Once Upon a Time in Lungmen,1,961,5.0,1.0,2023-01-27,ja,ONA,"Comedy, Mystery"
33291,Pinkerton,3,8959,22.0,36.0,2016-07-22,ja,OVA,Hentai
36182,Abstract feat. Alkama,1,740,2.0,0.0,2017-08-19,ja,Movie,Avant Garde
20965,Wonder Garden,1,7575,4.0,4.0,2013-10-19,ja,ONA,Fantasy
1793,A Wind Named Amnesia,1,18777,80.0,47.0,1990-12-22,ja,Movie,"Action, Avant Garde, Drama, Sci-Fi"
30230,Ace of Diamond: Second Season,51,132275,24.0,1054.0,2015-04-06,ja,TV,Sports
41202,"Kokoro Magic ""A to Z""",1,3381,5.0,3.0,2019-10-30,ja,Music,UNKNOWN
37096,Puzzle & Dragon,1,1425,24.0,6.0,2018-04-02,ja,TV,UNKNOWN
33363,Eiyu Kaitai,1,4950,27.0,3.0,2016-11-23,ja,OVA,"Comedy, Drama"
302,Future Boy Conan,26,47570,29.0,565.0,1978-04-04,ja,TV,"Adventure, Drama, Sci-Fi"
20547,Top wo Nerae 2! Kagaku Kouza,3,1895,3.0,0.0,2012-06-22,ja,Special,Sci-Fi
32768,Revenge of Green Mutant,1,362,3.0,0.0,2011-10-26,ja,Music,UNKNOWN
40983,Genie Family 2020,20,954,24.0,1.0,2020-04-11,ja,TV,"Comedy, Fantasy"
21409,The iDOLM@STER Cinderella Girls 2nd Anniversary PV,1,4333,2.0,0.0,2013-11-28,ja,Music,UNKNOWN
1176,Mask of Zeguy,2,2200,36.0,0.0,1993-03-21,ja,OVA,"Action, Adventure, Fantasy"
2787,Shakugan no Shana: Season II,24,303010,24.0,994.0,2007-10-05,ja,TV,"Action, Drama, Fantasy, Romance"
38670,Actors: Songs Connection,12,17619,23.0,74.0,2019-10-06,ja,TV,UNKNOWN
18273,Thunder Prince,1,473,70.0,1.0,1982-12-21,ja,Movie,"Action, Adventure"
2202,Captain Harlock: Arcadia of my Youth,1,10376,130.0,89.0,1982-07-28,ja,Movie,"Action, Adventure, Drama, Sci-Fi"
42825,Scar on the Praeter,13,32545,23.0,133.0,2021-01-09,ja,TV,Action
45596,Kindan Joshi,5,705,5.0,4.0,2020-12-29,ja,TV,"Comedy, Romance"
36712,Mighty Thor: Battle Royale,1,399,2.0,2.0,2017-10-29,ja,ONA,Fantasy
1696,Murder Princess,6,56646,24.0,158.0,2007-03-28,ja,OVA,"Action, Adventure, Fantasy"
974,Dead Leaves,1,90398,52.0,617.0,2004-01-16,ja,Movie,"Action, Comedy, Sci-Fi"
466,One Piece: Defeat the Pirate Ganzack!,1,37650,28.0,10.0,1998-07-26,ja,OVA,"Action, Adventure, Fantasy"
29803,Overlord,13,1510995,24.0,25126.0,2015-07-07,ja,TV,"Action, Adventure, Fantasy"
17493,Tomorrow Will Become Better!: Half a Sweet Potato,1,921,89.0,1.0,2005-06-30,ja,Movie,Drama
4653,Debt Sisters,2,4325,33.0,7.0,2007-10-25,ja,OVA,Hentai
38291,Bobunemimimmi Collection,2,2810,1.0,5.0,2018-09-15,ja,Special,"Avant Garde, Comedy"
419,Samurai Deeper Kyo,26,55226,24.0,199.0,2002-07-02,ja,TV,"Adventure, Comedy, Supernatural"
1825,Barefoot Gen 2,1,12703,86.0,21.0,1986-06-14,ja,Movie,Drama
40438,Obsolete,12,6131,13.0,13.0,2019-12-03,ja,ONA,UNKNOWN
41521,WIXOSS Diva(A)Live,12,10222,23.0,20.0,2021-01-09,ja,TV,UNKNOWN
36395,Ichiendama no Tabigarasu,1,308,2.0,0.0,1990-02-02,ja,Music,Adventure
61,D.N.Angel,26,182259,23.0,1257.0,2003-04-03,ja,TV,"Action, Comedy, Fantasy, Romance"
2044,Magical Angel Creamy Mami,52,14098,24.0,158.0,1983-07-01,ja,TV,"Comedy, Fantasy, Romance, Sci-Fi"
4798,Tower of Druaga: The Aegis of Uruk - Jil's Adventure,1,14899,24.0,9.0,2008-04-04,ja,Special,"Adventure, Fantasy"
4908,Bihada Ichizoku,12,4782,8.0,4.0,2008-10-07,ja,TV,Drama
48570,"Rainbow Finder: Tokimeki wa, Sugu Soba ni.",3,603,1.0,0.0,2021-01-24,ja,ONA,"Romance, Slice of Life"
960,Legend of the Condor Hero II,26,3824,20.0,1.0,2005-01-30,ja,TV,"Adventure, Drama, Romance"
36766,Nothing's Gonna Change,1,385,3.0,0.0,1999-01-01,ja,Music,Sci-Fi
11087,Awake,2,1048,3.0,1.0,1984-08-16,ja,Special,"Action, Sci-Fi"
36796,Owarimonogatari Second Season Recaps,2,25072,25.0,42.0,2017-08-12,ja,Special,"Comedy, Mystery, Supernatural"
19843,Tamagotchi! Miracle Friends,29,642,23.0,1.0,2013-09-05,ja,TV,"Comedy, Fantasy"
5590,Itoshi no Kotodama,2,1378,30.0,1.0,2002-07-26,ja,OVA,Hentai
41587,My Hero Academia Season 5,25,1095554,23.0,10087.0,2021-03-27,ja,TV,Action
8964,Stitch: Season 3,29,2301,25.0,4.0,2010-07-06,ja,TV,"Adventure, Comedy"
